candidate_id,part3_page,part3_source_y,part3_name,disposal_consideration,part3_row_rank,candidate_rank,candidate_source,candidate_page,candidate_row_id,candidate_cusip,candidate_name,overlap_tokens,coverage_score,jaccard_score,candidate_status,boundary
CFAASBANC-0211,5834,242.2,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"12,635,224",52,5,part2,5828,CFAASBACP2-0133,,Royal Bank of Canada Junior Subordinated Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,0.7500,0.4286,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0212,5834,408.8,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,319,447",56,1,part1,5821,CFAASBACP-0270,ZH2256-56-3,Vontobel Holding AG Subordinated Perpet.,holding;vontobel,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0213,5834,408.8,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,319,447",56,2,part1,5821,CFAASBACP-0271,,Vontobel Holding AG Subordinated Perpet.,holding;vontobel,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0214,5834,408.8,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,319,447",56,3,part2,5828,CFAASBACP2-0149,,Vontobel Holding AG Subordinated Perpet. Vontobel Holding AG Subordinated Perpet.,holding;vontobel,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0215,5834,408.8,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,319,447",56,4,part2,5828,CFAASBACP2-0148,,UBS Group AG Junior Subordinated Perpet. Vontobel Holding AG Subordinated Perpet.,holding;vontobel,0.6667,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0216,5834,422.4,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,855,207",57,1,part1,5821,CFAASBACP-0270,ZH2256-56-3,Vontobel Holding AG Subordinated Perpet.,holding;vontobel,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0217,5834,422.4,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,855,207",57,2,part1,5821,CFAASBACP-0271,,Vontobel Holding AG Subordinated Perpet.,holding;vontobel,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0218,5834,422.4,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,855,207",57,3,part2,5828,CFAASBACP2-0149,,Vontobel Holding AG Subordinated Perpet. Vontobel Holding AG Subordinated Perpet.,holding;vontobel,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0219,5834,422.4,Vontobel Holding AG Subordinated .........CHE........ Perpet.,"36,855,207",57,4,part2,5828,CFAASBACP2-0148,,UBS Group AG Junior Subordinated Perpet. Vontobel Holding AG Subordinated Perpet.,holding;vontobel,0.6667,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0220,5834,445.1,Access Point Financial LLC APF Term Loan GA......... Facility Atlanta,"12,551,641",58,1,part1,5821,CFAASBACP-0272,,Access Point Financial LLC APF Term Loan Facility,access;apf;facility;financial;loan;point;term,1.0000,0.8750,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0221,5834,445.1,Access Point Financial LLC APF Term Loan GA......... Facility Atlanta,"12,551,641",58,2,part2,5829,CFAASBACP2-0150,,Access Point Financial LLC Atlanta,access;atlanta;financial;point,1.0000,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0222,5834,458.8,Builders Capital Builders Capital WA......... Puyallup,"278,973,089",59,1,part1,5821,CFAASBACP-0273,,Builders Capital Builders Capital,builders;capital,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0223,5834,458.8,Builders Capital Builders Capital WA......... Puyallup,"278,973,089",59,2,part1,5821,CFAASBACP-0274,,Builders Capital Builders Capital II 19JUN27,builders;capital,0.6667,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0224,5834,472.5,Builders Capital Builders Capital II 19JUN27 WA......... Puyallup,"42,636,410",60,1,part1,5821,CFAASBACP-0274,,Builders Capital Builders Capital II 19JUN27,19jun27;builders;capital,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0225,5834,472.5,Builders Capital Builders Capital II 19JUN27 WA......... Puyallup,"42,636,410",60,2,part1,5821,CFAASBACP-0273,,Builders Capital Builders Capital,builders;capital,1.0000,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0226,5834,489.5,"DE......... Citi ESG LIHTC Partners I, LLC Wilmington","(1,939,835)",61,1,part2,5829,CFAASBACP2-0151,,"Citi ESG LIHTC Partners I, LLC Wilmington",citi;esg;lihtc;partners,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0227,5834,489.5,"DE......... Citi ESG LIHTC Partners I, LLC Wilmington","(1,939,835)",61,2,part2,5829,CFAASBACP2-0152,,"Citi ESG LIHTC Partners I, LLC Wilmington Interspace Ventures LLC Wilmington",citi;esg;lihtc;partners,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0228,5834,489.5,"DE......... Citi ESG LIHTC Partners I, LLC Wilmington","(1,939,835)",61,3,part1,5821,CFAASBACP-0277,,"Serrano Solar Partners, LLC USB LIHTC Fund 2023-5, LLC",lihtc;partners,0.5000,0.2857,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0229,5834,489.5,"DE......... Citi ESG LIHTC Partners I, LLC Wilmington","(1,939,835)",61,4,part2,5829,CFAASBACP2-0154,,"Serrano Solar Partners, LLC Wilmington USB LIHTC Fund 2023-5, LLC Wilmington",lihtc;partners,0.5000,0.2857,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0230,5834,497.6,"Citi ESG LIHTC Partners I, LLC Wilmington DE......... Interspace Ventures LLC Wilmington",,62,1,part2,5829,CFAASBACP2-0152,,"Citi ESG LIHTC Partners I, LLC Wilmington Interspace Ventures LLC Wilmington",citi;esg;interspace;lihtc;partners;ventures,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0231,5834,497.6,"Citi ESG LIHTC Partners I, LLC Wilmington DE......... Interspace Ventures LLC Wilmington",,62,2,part2,5829,CFAASBACP2-0151,,"Citi ESG LIHTC Partners I, LLC Wilmington",citi;esg;lihtc;partners,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0232,5834,497.6,"Citi ESG LIHTC Partners I, LLC Wilmington DE......... Interspace Ventures LLC Wilmington",,62,3,part1,5821,CFAASBACP-0275,,Interspace Ventures LLC,interspace;ventures,1.0000,0.3333,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0233,5834,497.6,"Citi ESG LIHTC Partners I, LLC Wilmington DE......... Interspace Ventures LLC Wilmington",,62,4,part1,5821,CFAASBACP-0276,,"Interspace Ventures LLC Serrano Solar Partners, LLC",interspace;partners;ventures,0.6000,0.3750,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0234,5834,497.6,"Citi ESG LIHTC Partners I, LLC Wilmington DE......... Interspace Ventures LLC Wilmington",,62,5,part2,5829,CFAASBACP2-0153,,"Interspace Ventures LLC Wilmington Serrano Solar Partners, LLC Wilmington",interspace;partners;ventures,0.6000,0.3750,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0235,5834,505.6,"Interspace Ventures LLC Wilmington DE......... Serrano Solar Partners, LLC Wilmington","640,497",63,1,part1,5821,CFAASBACP-0276,,"Interspace Ventures LLC Serrano Solar Partners, LLC",interspace;partners;serrano;solar;ventures,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0236,5834,505.6,"Interspace Ventures LLC Wilmington DE......... Serrano Solar Partners, LLC Wilmington","640,497",63,2,part2,5829,CFAASBACP2-0153,,"Interspace Ventures LLC Wilmington Serrano Solar Partners, LLC Wilmington",interspace;partners;serrano;solar;ventures,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0237,5834,505.6,"Interspace Ventures LLC Wilmington DE......... Serrano Solar Partners, LLC Wilmington","640,497",63,3,part1,5821,CFAASBACP-0275,,Interspace Ventures LLC,interspace;ventures,1.0000,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0238,5834,505.6,"Interspace Ventures LLC Wilmington DE......... Serrano Solar Partners, LLC Wilmington","640,497",63,4,part1,5821,CFAASBACP-0277,,"Serrano Solar Partners, LLC USB LIHTC Fund 2023-5, LLC",partners;serrano;solar,0.6000,0.4286,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0239,5834,505.6,"Interspace Ventures LLC Wilmington DE......... Serrano Solar Partners, LLC Wilmington","640,497",63,5,part2,5829,CFAASBACP2-0154,,"Serrano Solar Partners, LLC Wilmington USB LIHTC Fund 2023-5, LLC Wilmington",partners;serrano;solar,0.6000,0.4286,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0240,5834,513.6,"Serrano Solar Partners, LLC Wilmington DE......... USB LIHTC Fund 2023-5, LLC Wilmington",,64,1,part1,5821,CFAASBACP-0277,,"Serrano Solar Partners, LLC USB LIHTC Fund 2023-5, LLC",lihtc;partners;serrano;solar;usb,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0241,5834,513.6,"Serrano Solar Partners, LLC Wilmington DE......... USB LIHTC Fund 2023-5, LLC Wilmington",,64,2,part2,5829,CFAASBACP2-0154,,"Serrano Solar Partners, LLC Wilmington USB LIHTC Fund 2023-5, LLC Wilmington",lihtc;partners;serrano;solar;usb,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0242,5834,513.6,"Serrano Solar Partners, LLC Wilmington DE......... USB LIHTC Fund 2023-5, LLC Wilmington",,64,3,part1,5821,CFAASBACP-0276,,"Interspace Ventures LLC Serrano Solar Partners, LLC",partners;serrano;solar,0.6000,0.4286,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0243,5834,513.6,"Serrano Solar Partners, LLC Wilmington DE......... USB LIHTC Fund 2023-5, LLC Wilmington",,64,4,part2,5829,CFAASBACP2-0153,,"Interspace Ventures LLC Wilmington Serrano Solar Partners, LLC Wilmington",partners;serrano;solar,0.6000,0.4286,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0244,5834,513.6,"Serrano Solar Partners, LLC Wilmington DE......... USB LIHTC Fund 2023-5, LLC Wilmington",,64,5,part2,5829,CFAASBACP2-0151,,"Citi ESG LIHTC Partners I, LLC Wilmington",lihtc;partners,0.5000,0.2857,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0245,5835,168.2,WI......... Aqua AssetCo Alt Trust II Wausau,"47,368,686",65,1,part2,5829,CFAASBACP2-0159,03841S-AF-2,Aqua AssetCo Alt Trust II Wausau Aqua AssetCo Alt Trust II R Wausau,alt;aqua;assetco;trust;wausau,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0246,5835,168.2,WI......... Aqua AssetCo Alt Trust II Wausau,"47,368,686",65,2,part2,5829,CFAASBACP2-0160,,Aqua AssetCo Alt Trust II R Wausau Aqua Borrower Trust L Wausau,alt;aqua;assetco;trust;wausau,1.0000,0.8333,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0247,5835,168.2,WI......... Aqua AssetCo Alt Trust II Wausau,"47,368,686",65,3,part1,5821,CFAASBACP-0282,03841S-AF-2,Aqua AssetCo Alt Trust II R,alt;aqua;assetco;trust,1.0000,0.8000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0248,5835,168.2,WI......... Aqua AssetCo Alt Trust II Wausau,"47,368,686",65,4,part2,5829,CFAASBACP2-0158,,"Apollo Asset-Backed Finance Lending Company, L.P. Wilmington Aqua AssetCo Alt Trust II Wausau",alt;aqua;assetco;trust;wausau,1.0000,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0249,5835,168.2,WI......... Aqua AssetCo Alt Trust II Wausau,"47,368,686",65,5,part2,5829,CFAASBACP2-0161,03844A-AF-8,Aqua Borrower Trust L Wausau Aqua Borrower Trust L R Wausau,aqua;trust;wausau,0.7500,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0250,5835,189.9,Wausau WI......... Aqua Borrower Trust L Wausau,"73,331,666",66,1,part2,5829,CFAASBACP2-0161,03844A-AF-8,Aqua Borrower Trust L Wausau Aqua Borrower Trust L R Wausau,aqua;borrower;trust;wausau,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0251,5835,189.9,Wausau WI......... Aqua Borrower Trust L Wausau,"73,331,666",66,2,part1,5821,CFAASBACP-0283,03844A-AF-8,Aqua Borrower Trust L R,aqua;borrower;trust,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0252,5835,189.9,Wausau WI......... Aqua Borrower Trust L Wausau,"73,331,666",66,3,part2,5829,CFAASBACP2-0160,,Aqua AssetCo Alt Trust II R Wausau Aqua Borrower Trust L Wausau,aqua;borrower;trust;wausau,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0253,5835,189.9,Wausau WI......... Aqua Borrower Trust L Wausau,"73,331,666",66,4,part2,5829,CFAASBACP2-0162,00076M-AF-7,Aqua Borrower Trust L R Wausau BHG Forward Flow BHG Forward Flow Class R Fort,aqua;borrower;trust;wausau,1.0000,0.4444,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0254,5835,189.9,Wausau WI......... Aqua Borrower Trust L Wausau,"73,331,666",66,5,part2,5829,CFAASBACP2-0159,03841S-AF-2,Aqua AssetCo Alt Trust II Wausau Aqua AssetCo Alt Trust II R Wausau,aqua;trust;wausau,0.7500,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0255,5835,228.6,"DE......... Bluewater Investment Holdings, LLC Wilmington","377,401",67,1,part1,5821,CFAASBACP-0287,,"Bluewater Investment Holdings, LLC",bluewater;holdings;investment,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0256,5835,228.6,"DE......... Bluewater Investment Holdings, LLC Wilmington","377,401",67,2,part1,5821,CFAASBACP-0288,,"Bluewater Investment Holdings, LLC Bluewater Investment Holdings, LLC",bluewater;holdings;investment,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0257,5835,245.7,.........AUS........ Turbin Finance Trust,"8,042,305",68,1,part1,5821,CFAASBACP-0289,,Turbin Finance Trust Turbin Finance Trust A1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0258,5835,245.7,.........AUS........ Turbin Finance Trust,"8,042,305",68,2,part1,5821,CFAASBACP-0290,Q0286*-AH-0,Turbin Finance Trust Turbin Finance Trust G1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0259,5835,245.7,.........AUS........ Turbin Finance Trust,"8,042,305",68,3,part1,5821,CFAASBACP-0291,,Turbin Finance Trust Turbin Finance Trust X-,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0260,5835,245.7,.........AUS........ Turbin Finance Trust,"8,042,305",68,4,part1,5822,CFAASBACP-0295,Q7457#-AH-4,Turbin Finance Trust A1-X,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0261,5835,245.7,.........AUS........ Turbin Finance Trust,"8,042,305",68,5,part1,5822,CFAASBACP-0296,Q7457#-AJ-0,Turbin Finance Trust B1-X,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0262,5835,259.4,Turbin Finance Trust Turbin Finance .........AUS........ Trust A1,391,69,1,part1,5821,CFAASBACP-0289,,Turbin Finance Trust Turbin Finance Trust A1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0263,5835,259.4,Turbin Finance Trust Turbin Finance .........AUS........ Trust A1,391,69,2,part1,5821,CFAASBACP-0290,Q0286*-AH-0,Turbin Finance Trust Turbin Finance Trust G1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0264,5835,259.4,Turbin Finance Trust Turbin Finance .........AUS........ Trust A1,391,69,3,part1,5821,CFAASBACP-0291,,Turbin Finance Trust Turbin Finance Trust X-,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0265,5835,259.4,Turbin Finance Trust Turbin Finance .........AUS........ Trust A1,391,69,4,part1,5822,CFAASBACP-0295,Q7457#-AH-4,Turbin Finance Trust A1-X,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0266,5835,259.4,Turbin Finance Trust Turbin Finance .........AUS........ Trust A1,391,69,5,part1,5822,CFAASBACP-0296,Q7457#-AJ-0,Turbin Finance Trust B1-X,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0267,5835,273.0,Turbin Finance Trust Turbin Finance .........AUS........ Trust X-,391,70,1,part1,5821,CFAASBACP-0289,,Turbin Finance Trust Turbin Finance Trust A1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0268,5835,273.0,Turbin Finance Trust Turbin Finance .........AUS........ Trust X-,391,70,2,part1,5821,CFAASBACP-0290,Q0286*-AH-0,Turbin Finance Trust Turbin Finance Trust G1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0269,5835,273.0,Turbin Finance Trust Turbin Finance .........AUS........ Trust X-,391,70,3,part1,5821,CFAASBACP-0291,,Turbin Finance Trust Turbin Finance Trust X-,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0270,5835,273.0,Turbin Finance Trust Turbin Finance .........AUS........ Trust X-,391,70,4,part1,5822,CFAASBACP-0295,Q7457#-AH-4,Turbin Finance Trust A1-X,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0271,5835,273.0,Turbin Finance Trust Turbin Finance .........AUS........ Trust X-,391,70,5,part1,5822,CFAASBACP-0296,Q7457#-AJ-0,Turbin Finance Trust B1-X,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0272,5835,309.4,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"1,113,524",71,1,part1,5822,CFAASBACP-0292,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0273,5835,309.4,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"1,113,524",71,2,part1,5822,CFAASBACP-0293,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0274,5835,309.4,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"1,113,524",71,3,part1,5822,CFAASBACP-0294,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0275,5835,309.4,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"1,113,524",71,4,part2,5829,CFAASBACP2-0167,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0276,5835,309.4,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"1,113,524",71,5,part2,5829,CFAASBACP2-0168,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0277,5835,323.1,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"867,196",72,1,part1,5822,CFAASBACP-0292,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0278,5835,323.1,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"867,196",72,2,part1,5822,CFAASBACP-0293,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0279,5835,323.1,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"867,196",72,3,part1,5822,CFAASBACP-0294,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0280,5835,323.1,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"867,196",72,4,part2,5829,CFAASBACP2-0167,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0281,5835,323.1,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB .........IRL........,"867,196",72,5,part2,5829,CFAASBACP2-0168,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,activity;de1;designated;irmt;sub,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0282,5835,331.1,.........AUS........ Turbin Finance Trust,"3,975,944",73,1,part1,5821,CFAASBACP-0289,,Turbin Finance Trust Turbin Finance Trust A1,finance;trust;turbin,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
