parser_row_id,schedule,population,page,cusip_or_identifier,name_and_raw_terms,naic_designation_detected,asset_type_guess,first_numeric_values,current_status,proof_use,boundary
CFAASBAFR-00313,Schedule BA Part 3,current-year-disposals-transfers-repayments,5831,69448F-AA-9,"Pacific Life Insurance Co Subordinated 4.300% 10/24/67 .................................... Newport Beach ..................... ......... CA......... Partial Sale .................................. . 10/17/2017 ... 08/04/2025 ......27,911,599 ................ .......(45,689) ................ ................ .......(45,689) ................ .......27,911,599 .......27,911,599 ................ ................ ................ ................",,disposal-transfer-or-repayment,"27,911,599; (45,689); (45,689); 27,911,599; 27,911,599",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00314,Schedule BA Part 3,current-year-disposals-transfers-repayments,5831,7620ET-AA-7,"RGA Reinsurance Co Sr Subordinated 4.000% 12/13/51 ............................................. Springfield ....................... ......... MA......... Sale ............................................ . 11/29/2021 ... 07/14/2025 ......20,000,000 ................ ................ ................ ................ ................ ................ .......20,000,000 .......20,000,000 ................ ................ ................ .... 5,096,970",,disposal-transfer-or-repayment,"20,000,000; 20,000,000; 20,000,000; 5,096,970",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00315,Schedule BA Part 3,current-year-disposals-transfers-repayments,5831,878091-BG-1,"Teachers Insurance & Annuity A SUB 3.300% 05/15/50 ............................................. New York ........................... ......... NY......... Sale ............................................ . 05/27/2020 ... 07/07/2025 .......1,286,837 ................ ........(1,172) ................ ................ ........(1,172) ................ ........ 1,286,837 ........ 1,286,837 ................ ................ ................ ................",,disposal-transfer-or-repayment,"1,286,837; (1,172); (1,172); 1,286,837; 1,286,837",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00316,Schedule BA Part 3,current-year-disposals-transfers-repayments,5831,878091-BF-3,"Teachers Insurance & Annuity A Subordinated 4.270% 05/15/47 .................................... New York ........................... ......... NY......... Partial Sale .................................. . 05/03/2017 ... 06/30/2025 ......49,849,682 ................ ......(106,049) ................ ................ ......(106,049) ................ .......49,849,682 .......49,849,298 ................ ...........(383) ...........(383) ................",,disposal-transfer-or-repayment,"49,849,682; (106,049); (106,049); 49,849,682; 49,849,298",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00317,Schedule BA Part 3,current-year-disposals-transfers-repayments,5831,878091-BD-8,"Teachers Insurance & Annuity A Subordinated 4.900% 09/15/44 .................................... New York ........................... ......... NY......... Sale ............................................ . 01/10/2017 ... 07/07/2025 ................... ................ ................ ................ ................ ................ ................ .................... .................... ................ ................ ................ .......441,000",,disposal-transfer-or-repayment,"441,000",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00318,Schedule BA Part 3,current-year-disposals-transfers-repayments,5831,878091-BC-0,"Teachers Insurance & Annuity A Subordinated 6.850% 12/16/39 .................................... New York ........................... ......... NY......... Sale ............................................ . 07/08/2016 ... 06/16/2025 ......34,486,403 ................ ......(400,453) ................ ................ ......(400,453) ................ .......34,486,403 .......34,486,403 ................ ................ ................ ................ E09.1",,disposal-transfer-or-repayment,"34,486,403; (400,453); (400,453); 34,486,403; 34,486,403",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00319,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,92264H-AA-8,"Venerable Insurance and Annuit Subordinated 7.750% 06/29/45 .................................... West Chester ...................... ......... PA......... Sale ............................................ . 08/28/2025 ... 09/10/2025 ................... ................ ................ ................ ................ ................ ................ ................211 ................211 ................ ................ ................ .... 1,247,005",,disposal-transfer-or-repayment,"1,247,005",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00320,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,YR6758-93-6,"ABN AMRO Bank NV .................................. ..................................... .........NLD........ ................................................. . 04/09/2025 ... 09/11/2025 ................... ................ ................ ................ ................ ................ ................ ....... 49,659,233 ....... 49,659,233 ........70,600 ................ ........70,600 ................ ................... ABN AMRO Bank NV Junior Subordinated 5.750% Perpet. ..................................... ..................................... .........NLD........ ................................................. . 07/29/2025 ... 07/29/2025 ................... ................ ................ ................ ................ ................ ................ ........ 8,135,455 ........ 8,135,455 .......125,127 ................ .......125,127 .... 1,482,445 ................... ABN AMRO Bank NV Junior Subordinated 6.375% Perpet. ..................................... ..................................... .........NLD........ ................................................. . 05/21/2025 ... 09/11/2025 ................... ................ ........ (5,416) ................ ................ ........ (5,416) ................ ........ 8,119,793 ........ 8,119,793 ........ 42,288 ................ ........ 42,288 .... 1,303,994 ................... AIB Group PLC AIB GROUP PLC",,disposal-transfer-or-repayment,"49,659,233; 49,659,233; 70,600; 70,600; 8,135,455; 8,135,455; 125,127; 125,127; 1,482,445; (5,416); (5,416); 8,119,793; 8,119,793; 42,288; 42,288; 1,303,994",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00321,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,018820-AE-0,"Allianz SE Unsecured 6.550% Perpet. ....... ..................................... .........DEU........ ................................................. . 08/19/2025 ... 10/21/2025 ................... ................ ........ (5,227) ................ ................ ........ (5,227) ................ .......45,025,653 .......45,025,653 ................ ................ ................ .......511,626 ................... ASR Nederland NV Junior Subordinated 6.500% Perpet. .............................................. ..................................... .........NLD........ ................................................. . 10/17/2025 ... 10/31/2025 ................... ................ ............(12) ................ ................ ............(12) ................ ............12,110 ............12,110 ................ ................ ................ .......149,609",,disposal-transfer-or-repayment,"(5,227); (5,227); 45,025,653; 45,025,653; 511,626; 12,110; 12,110; 149,609",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00322,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05254H-AA-2,"Australia & New Zealand Bankin Junior Subordinated 6.750% Perpet. .................. ..................................... .........AUS........ ................................................. . 01/01/2025 ... 02/28/2025 ................... ................ .......(80,737) ................ ................ .......(80,737) ................ .......12,835,599 .......12,835,599 ................ ................ ................ .......417,371 ................... Aviva PLC Junior Subordinated 6.875% Perpet. .............................................. ..................................... .........GBR........ ................................................. . 01/01/2025 ... 02/28/2025 ................... ................ ................ ................ ................ ................ ................ ........ 5,832,011 ........ 5,832,011 .......151,075 ................ .......151,075 .... 3,872,069 ................... AXA SA AXA SA 6.375% Perpet. ................ ..................................... .........FRA........ ................................................. . 04/07/2025 ... 05/31/2025 ................... ................ ............(20) ................ ................ ............(20) ................ ............33,889 ............33,889 ........ 87,274 ................ ........ 87,274 .... 2,508,187 ................... Banco de Sabadell SA Junior Subordinat",,disposal-transfer-or-repayment,"(80,737); (80,737); 12,835,599; 12,835,599; 417,371; 5,832,011; 5,832,011; 151,075; 151,075; 3,872,069; 33,889; 33,889; 87,274; 87,274; 2,508,187; 16,072",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00323,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,06368L-5Q-5,"Bank of Montreal .................................. ..................................... .........CAN........ ................................................. . 01/01/2025 ... 02/28/2025 ................... ................ ................ ................ ................ ................ ................ .......54,928,206 .......54,906,104 ................ .......(22,102) .......(22,102) ................",,disposal-transfer-or-repayment,"54,928,206; 54,906,104; (22,102); (22,102)",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00324,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,06368L-8V-1,"Bank of Montreal Junior Subordinated 6.875% 11/26/85 ................................... ..................................... .........CAN........ ................................................. . 07/21/2025 ... 09/30/2025 ................... ................ ........ (9,748) ................ ................ ........ (9,748) ................ ......102,132,875 ......102,132,875 ................ ................ ................ .... 2,152,297",,disposal-transfer-or-repayment,"(9,748); (9,748); 102,132,875; 102,132,875; 2,152,297",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00325,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,06368L-Q5-8,"Bank of Montreal Unsecured 7.700% 05/26/84 ........................................................ ..................................... .........CAN........ ................................................. . 01/01/2025 ... 05/30/2025 ................... ................ .......(78,059) ................ ................ .......(78,059) ................ ......106,216,622 ......106,330,462 ................ .......113,840 .......113,840 .... 2,102,131",,disposal-transfer-or-repayment,"(78,059); (78,059); 106,216,622; 106,330,462; 113,840; 113,840; 2,102,131",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00326,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,064159-8N-9,"Bank of Nova Scotia/The Junior Subordinated 3.625% 10/27/81 .................................... ..................................... .........CAN........ ................................................. . 01/01/2025 ... 11/19/2025 ................... ................ ................ ................ ................ ................ ................ ..... 178,000,000 ......176,706,591 ................ ...(1,293,409) ...(1,293,409) .......306,544",,disposal-transfer-or-repayment,"178,000,000; 176,706,591; (1,293,409); (1,293,409); 306,544",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00327,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,064159-8V-1,"Bank of Nova Scotia/The Junior Subordinated 8.000% 01/27/84 ................................... ..................................... .........CAN........ Sale ............................................ . 01/01/2025 ... 07/21/2025 ................... ................ .......(10,146) ................ ................ .......(10,146) ................ .......73,630,125 .......76,011,741 ................ .... 2,381,616 .... 2,381,616 ................",,disposal-transfer-or-repayment,"(10,146); (10,146); 73,630,125; 76,011,741; 2,381,616; 2,381,616",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00328,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,064159-8S-8,"Bank of Nova Scotia/The Junior Subordinated 8.625% 10/27/82 .................................... ..................................... .........CAN........ ................................................. . 06/24/2025 ... 09/29/2025 ................... ................ ......(108,266) ................ ................ ......(108,266) ................ ........ 9,749,119 ........ 9,864,930 ................ .......115,810 .......115,810 .......585,225",,disposal-transfer-or-repayment,"(108,266); (108,266); 9,749,119; 9,864,930; 115,810; 115,810; 585,225",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00329,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,064159-8X-7,"Bank of Nova Scotia/The Unsecured 7.350% 04/27/85 ............................................. ..................................... .........CAN........ Sale ............................................ . 01/01/2025 ... 07/22/2025 ................... ................ ........ (9,942)................ ................ ........ (9,942)................ .......24,640,698 .......25,446,135 ................ .......805,437 .......805,437 .......198,578",,disposal-transfer-or-repayment,"(9,942); (9,942); 24,640,698; 25,446,135; 805,437; 805,437; 198,578",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00330,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05565A-S2-0,"BNP Paribas SA ..................................... ..................................... .........FRA........ Sale ............................................ . 01/01/2025 ... 10/08/2025 ................... ................ ................ ................ ................ ................ ................ .......18,711,960 .......18,764,808 ................ ........ 52,848 ........ 52,848 ................",,disposal-transfer-or-repayment,"18,711,960; 18,764,808; 52,848; 52,848",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00331,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05602X-JC-3,"BNP Paribas SA ..................................... ..................................... .........FRA........ Sale ............................................ . 01/01/2025 ... 10/08/2025 ................... ................ ................ ................ ................ ................ ................ .......42,289,759 .......42,963,558 ................ .......673,799 .......673,799 ................",,disposal-transfer-or-repayment,"42,289,759; 42,963,558; 673,799; 673,799",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00332,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05565A-M3-4,"BNP Paribas SA ..................................... ..................................... .........FRA........ Sale ............................................ . 01/01/2025 ... 10/08/2025 ................... ................ ................ ................ ................ ................ ................ .......18,706,285 .......18,970,026 ................ .......263,741 .......263,741 ................",,disposal-transfer-or-repayment,"18,706,285; 18,970,026; 263,741; 263,741",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00333,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05565A-5R-0,"BNP Paribas SA ..................................... ..................................... .........FRA........ Sale ............................................ . 01/01/2025 ... 10/08/2025 ................... ................ ................ ................ ................ ................ ................ .......12,413,740 .......12,519,058 ................ .......105,318 .......105,318 ................",,disposal-transfer-or-repayment,"12,413,740; 12,519,058; 105,318; 105,318",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00334,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05565A-GF-4,"BNP Paribas SA ..................................... ..................................... .........FRA........ Sale ............................................ . 01/01/2025 ... 10/08/2025 ................... ................ ................ ................ ................ ................ ................ .......18,399,300 .......18,437,110 ................ ........37,810 ........37,810 ................",,disposal-transfer-or-repayment,"18,399,300; 18,437,110; 37,810; 37,810",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00335,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05565A-DW-0,"BNP Paribas SA Junior Subordinated 5.125% Perpet. .............................................. ..................................... .........FRA........ ................................................. . 01/01/2025 ... 02/28/2025 ................... ................ ................ ................ ................ ................ ................ ........ 4,499,375 ........ 4,499,375 ................ ................ ................ .......128,125",,disposal-transfer-or-repayment,"4,499,375; 4,499,375; 128,125",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00336,Schedule BA Part 3,current-year-disposals-transfers-repayments,5832,05602X-DJ-4,"BNP Paribas SA Junior Subordinated 8.000% Perpet. .............................................. ..................................... .........FRA........ Sale ............................................ . 01/01/2025 ... 07/08/2025 ................... ................ ................ ................ ................ ................ ................ ......274,072,937 ......274,270,974 ................ .......198,037 .......198,037 .... 2,192,060 ................... CaixaBank SA CAIXABANK SA 5.875% Perpetual 5.875% Perpet. ..................................... ..................................... .........ESP........ ................................................. . 09/12/2025 ... 09/30/2025 ................... ................ ........ (1,312) ................ ................ ........ (1,312) ................ ...........275,503 ...........275,503 ........ (5,605) ................ ........ (5,605) .......886,207 ................... CaixaBank SA Junior Subordinated 8.250% Perpet. .............................................. ..................................... .........ESP........ ................................................. . 06/24/2025 ... 09/30/2025 ................... ........(1,131) ........ (5,331) ................ ................ ........(6,461) ................ ...........510,169 ...........510,169 ..........1,421 ................ ..........1,421 .... 1,2",,disposal-transfer-or-repayment,"274,072,937; 274,270,974; 198,037; 198,037; 2,192,060; (1,312); (1,312); 275,503; 275,503; (5,605); (5,605); 886,207; (1,131); (5,331); (6,461); 510,169",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00337,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,225313-AR-6,"Credit Agricole SA Junior Subordinated 6.700% Perpet. ..................................... ..................................... .........FRA........ Sale ............................................ . 09/24/2024 ... 12/01/2025 ................... ................ ................ ................ ................ ................ ................ ........ 2,500,000 ........ 2,521,100 ................ ........21,100 ........21,100 .....2,499,941 ................... Danske Bank A/S Junior Subordinated 4.375% Perpet. .............................................. ..................................... .........DNK........ Sale ............................................ . 05/19/2025 ... 09/09/2025 ................... ................ ................ ................ ................ ................ ................ .......12,273,920 .......12,464,704 ................ .......190,784 .......190,784 .......259,802 ................... Danske Bank A/S Junior Subordinated 7.000% Perpet. .............................................. ..................................... .........DNK........ Sale ............................................ . 04/07/2025 ... 07/08/2025 ................... ................ ........ (4,732) ................ ................ ........ (4,732) ................ .........4,299,239 ........ 4,504,973 ................ .......205,734 .......205,734 .... 1,830,4",,disposal-transfer-or-repayment,"2,500,000; 2,521,100; 21,100; 21,100; 2,499,941; 12,273,920; 12,464,704; 190,784; 190,784; 259,802; (4,732); (4,732); 4,299,239; 4,504,973; 205,734; 205,734",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00338,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,404280-BP-3,"HSBC Holdings PLC ................................. ..................................... .........GBR........ Sale ............................................ . 03/17/2025 ... 10/08/2025 ................... ................ ................ ................ ................ ................ ................ ........ 2,005,395 ........ 2,044,761 ................ ........ 39,366 ........ 39,366 ................",,disposal-transfer-or-repayment,"2,005,395; 2,044,761; 39,366; 39,366",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00339,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,456837-AY-9,"ING Groep NV ....................................... ..................................... .........NLD........ Sale ............................................ . 10/08/2025 ... 12/17/2025 ................... ................ ................ ................ ................ ................ ................ ........6,161,869 ........ 6,210,905 ................ ........ 49,037 ........ 49,037 ................",,disposal-transfer-or-repayment,"6,161,869; 6,210,905; 49,037; 49,037",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00340,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,456837-AR-4,"ING Groep NV Junior Subordinated 5.750% Perpet. .............................................. ..................................... .........NLD........ ................................................. . 09/13/2024 ... 12/31/2025 ................... ................ ............(25) ................ ................ ............(25) ................ ............37,264 ............37,264 ................ ................ ................ .... 1,366,798",,disposal-transfer-or-repayment,"37,264; 37,264; 1,366,798",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00341,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,456837-BT-9,"ING Groep NV Junior Subordinated 7.000% Perpet. .............................................. ..................................... .........NLD........ ................................................. . 09/02/2025 ... 10/21/2025 ................... ................ ........ (9,850) ................ ................ ........ (9,850) ................ .......85,577,444 .......85,577,444 ................ ................ ................ .... 1,020,475 ................... ING Groep NV Junior Subordinated 7.250% Perpet. .............................................. ..................................... .........NLD........ ................................................. . 03/10/2025 ... 12/31/2025 ................... ................ ............(99) ................ ................ ............(99) ................ ............78,693 ............78,693 ................ ................ ................ .... 2,340,551 ................... ING Groep NV Junior Subordinated 8.000% Perpet. .............................................. ..................................... .........NLD........ ................................................. . 09/23/2024 ... 12/31/2025 ................... ...........(119) ........ (3,073) ................ ................ ........ (3,192) ................ ...........437,805 ...........437,805 ................ ................ ................ ...",,disposal-transfer-or-repayment,"(9,850); (9,850); 85,577,444; 85,577,444; 1,020,475; 78,693; 78,693; 2,340,551; (3,073); (3,192); 437,805; 437,805; 3,279,928; 10,739,037; 10,739,037; 55,032",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00342,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,539439-AU-3,"Lloyds Banking Group PLC Junior Subordinated 4.246% Perpet. ..................................... ..................................... .........GBR........ Redemption ..................................... . 01/01/2025 ... 09/29/2025 ................... ................ ......(405,000) ................ ................ ......(405,000) ................ .......77,016,893 .......77,016,893 ................ ................ ................ ................",,disposal-transfer-or-repayment,"(405,000); (405,000); 77,016,893; 77,016,893",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00343,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,539439-BF-5,"Lloyds Banking Group PLC Junior Subordinated 6.625% Perpet. ..................................... ..................................... .........GBR........ Sale ............................................ . 10/27/2025 ... 12/01/2025 ................... ................ ................ ................ ................ ................ ................ ...........800,000 ...........793,592 ................ ........(6,408) ........(6,408) ..........6,404",,disposal-transfer-or-repayment,"800,000; 793,592; (6,408); (6,408); 6,404",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00344,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,53944Y-AV-5,"Lloyds Banking Group PLC Junior Subordinated 8.000% Perpet. ..................................... ..................................... .........GBR........ ................................................. . 10/08/2025 ... 11/18/2025 ................... ................ ................ ................ ................ ................ ................ .......24,988,954 .......24,988,954 ................ ................ ................ ........ 69,973 ................... Lloyds Banking Group PLC Junior Subordinated 8.500% Perpet. ..................................... ..................................... .........GBR........ ................................................. . 06/24/2025 ... 07/31/2025 ................... ................ ........ (1,284) ................ ................ ........ (1,284) ................ ...........148,000 ...........148,000 ........ (4,252)................ ........ (4,252).......700,990",,disposal-transfer-or-repayment,"24,988,954; 24,988,954; 69,973; (1,284); (1,284); 148,000; 148,000; (4,252); (4,252); 700,990",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00345,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,53944Y-BB-8,"Lloyds Banking Group PLC LLOYDS BANKING GROUP PLC 6.750% Perpet. ...................... ..................................... .........GBR........ Sale ............................................ . 04/07/2025 ... 07/08/2025 ................... ................ ................ ................ ................ ................ ................ .......59,596,875 .......60,693,750 ................ .... 1,096,875 .... 1,096,875 .......692,672",,disposal-transfer-or-repayment,"59,596,875; 60,693,750; 1,096,875; 1,096,875; 692,672",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00346,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,639057-AT-5,"NatWest Group PLC Junior Subordinated 7.300% Perpet. ..................................... ..................................... .........GBR........ ................................................. . 10/08/2025 ... 12/01/2025 ................... ................ ................ ................ ................ ................ ................ ........ 6,245,304 ........ 6,245,304 ................ ................ ................ ........ 49,218",,disposal-transfer-or-repayment,"6,245,304; 6,245,304; 49,218",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00347,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,639057-AQ-1,"NatWest Group PLC Junior Subordinated 8.125% Perpet. ..................................... ..................................... .........GBR........ Sale ............................................ . 04/08/2025 ... 12/01/2025 ................... ................ .......(15,969) ................ ................ .......(15,969) ................ ......160,170,587 ......163,322,734 ................ .... 3,152,147 .... 3,152,147 .... 1,438,038 ................... NN Group NV Junior Subordinated 5.750% Perpet. .............................................. ..................................... .........NLD........ ................................................. . 05/19/2025 ... 09/11/2025 ................... ................ ...........(236) ................ ................ ...........(236) ................ ........ 5,494,362 ........ 5,494,362 ........ 42,960 ................ ........ 42,960 .... 1,726,026 ................... NN Group NV NN GROUP NV 6.375% Perpet. .... ..................................... .........NLD........ ................................................. . 04/07/2025 ... 10/08/2025 ................... ................ ............(67) ................ ................ ............(67) ................ ............49,600 ............49,600 ........78,896 ................ ........78,896 ....1,606,116",,disposal-transfer-or-repayment,"(15,969); (15,969); 160,170,587; 163,322,734; 3,152,147; 3,152,147; 1,438,038; 5,494,362; 5,494,362; 42,960; 42,960; 1,726,026; 49,600; 49,600; 78,896; 78,896",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00348,Schedule BA Part 3,current-year-disposals-transfers-repayments,5833,65559C-AD-3,"Nordea Bank Abp .................................... ..................................... .........FIN........ ................................................. . 03/21/2025 ... 12/09/2025 ................... ................ ................ ................ ................ ................ ................ .......10,830,550 .......11,124,996 ................ .......294,446 .......294,446 ................",,disposal-transfer-or-repayment,"10,830,550; 11,124,996; 294,446; 294,446",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
