claim_id,claim_text,company,cluster,capital_source,routing_platform,funding_instrument,real_economy_destination,operating_beneficiary,bottleneck,proof_metric_needed,disproof_metric_needed,source_target,source_file,period,metric_name,metric_value,units,interpretation,confidence,status
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"compute; observability; programmable edge","edge runtime; observability; application control","developers; digital businesses; commerce; media; API owners","compute adoption fails; customer concentration","other revenue including Compute and Observability growth","compute and observability growth slows","Fastly 10-K","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",FY2025,other revenue including Compute and Observability growth,64,percent,"Compute and observability growth supports the edge as programmable control surface.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"programmable edge; security; compute; observability; delivery","edge runtime; API protection; bot defense; application security","developers; digital businesses; commerce; media; API owners","customer concentration; security growth slowdown; net retention; thin FCF","RPO; revenue growth","RPO growth slows; revenue growth slows","Fastly Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",Q2 2026,revenue,183.3,M USD,"Q2 revenue shows improved growth into the next year.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"programmable edge; security; compute; observability; delivery","edge runtime; API protection; bot defense; application security","developers; digital businesses; commerce; media; API owners","customer concentration; security growth slowdown; net retention; thin FCF","RPO growth; RPO","RPO growth slows","Fastly Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",Q2 2026,RPO,341,M USD,"RPO shows future customer commitments to the edge platform.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"programmable edge; security; compute; observability; delivery","edge runtime; API protection; bot defense; application security","developers; digital businesses; commerce; media; API owners","customer concentration; security growth slowdown; net retention; thin FCF","top-ten customer concentration","concentration rises; large-customer architecture shifts","Fastly Q2 2026 earnings release; 10-Q","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",Q2 2026,top-ten customers share of revenue,37,percent,"Top-ten concentration is a disproof-pressure metric for narrower control position risk.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Zscaler,internet software control,"enterprise security budgets; Zero Trust budgets; AI security spend; data security spend",Zscaler,"Zero Trust; cloud policy; AI security; data security; browser security","enterprise access governance; AI-agent policy; human-and-machine traffic control","enterprises; workers; cloud workloads; AI agents","ARR growth slowdown; large-customer cohorts flatten; integration risk; platform bundling pressure","revenue; ARR; RPO; customer cohorts; AI transactions; operating cash flow","ARR slows; large-customer cohorts flatten; pricing power weakens","Zscaler 10-K; 10-Q; earnings deck; transcript; IR metrics","analysis/company-first-principles/technology/internet-software-services/zscaler-inc/company-analysis.md",FY2025,revenue,2.6731,B USD,"Revenue supports Zscaler as a large enterprise policy layer.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Zscaler,internet software control,"enterprise security budgets; Zero Trust budgets; AI security spend; data security spend",Zscaler,"Zero Trust; cloud policy; AI security; data security; browser security","enterprise access governance; AI-agent policy; human-and-machine traffic control","enterprises; workers; cloud workloads; AI agents","ARR growth slowdown; large-customer cohorts flatten; integration risk; platform bundling pressure","operating cash flow; free cash flow","cash generation weakens","Zscaler 10-K","analysis/company-first-principles/technology/internet-software-services/zscaler-inc/company-analysis.md",FY2025,operating cash flow,972.5,M USD,"Operating cash flow supports utility-like recurring software economics.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Zscaler,internet software control,"enterprise security budgets; Zero Trust budgets; AI security spend; data security spend",Zscaler,"Zero Trust; cloud policy; AI security; data security; browser security","enterprise access governance; AI-agent policy; human-and-machine traffic control","enterprises; workers; cloud workloads; AI agents","ARR growth slowdown; large-customer cohorts flatten; integration risk; platform bundling pressure","ARR; RPO","ARR slows; RPO slows","Zscaler FY2026 Q3 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/zscaler-inc/company-analysis.md",FY2026 Q3,ARR,3.525,B USD,"ARR supports embedded future use of access-policy platform.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Zscaler,internet software control,"enterprise security budgets; Zero Trust budgets; AI security spend; data security spend",Zscaler,"Zero Trust; cloud policy; AI security; data security; browser security","enterprise access governance; AI-agent policy; human-and-machine traffic control","enterprises; workers; cloud workloads; AI agents","ARR growth slowdown; large-customer cohorts flatten; integration risk; platform bundling pressure","RPO","RPO slows","Zscaler FY2026 Q3 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/zscaler-inc/company-analysis.md",FY2026 Q3,RPO,6.459,B USD,"RPO indicates customers committing to future access-governance use.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Zscaler,internet software control,"enterprise security budgets; Zero Trust budgets; AI security spend; data security spend",Zscaler,"Zero Trust; cloud policy; AI security; data security; browser security","enterprise access governance; AI-agent policy; human-and-machine traffic control","enterprises; workers; cloud workloads; AI agents","ARR growth slowdown; large-customer cohorts flatten; integration risk; platform bundling pressure","large customer count","large-customer cohorts flatten","Zscaler FY2026 Q3 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/zscaler-inc/company-analysis.md",FY2026 Q3,customers with 1M plus ARR,748,count,"Large-customer count supports Zero Trust moving from project to platform.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Zscaler,internet software control,"enterprise security budgets; Zero Trust budgets; AI security spend; data security spend",Zscaler,"Zero Trust; cloud policy; AI security; data security; browser security","enterprise access governance; AI-agent policy; human-and-machine traffic control","enterprises; workers; cloud workloads; AI agents","ARR growth slowdown; large-customer cohorts flatten; integration risk; platform bundling pressure","AI transactions processed","AI traffic metric fails to grow or monetize","Zscaler IR metrics; FY2026 Q3 materials","analysis/company-first-principles/technology/internet-software-services/zscaler-inc/company-analysis.md",CY2025,AI transactions processed,1,T transactions,"AI transaction volume is direct evidence that machine-mediated work is entering traffic-governance workload.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",DigitalOcean,internet software control,"developer infrastructure spend; SMB cloud budgets; startup capital; AI-native builder demand",DigitalOcean,"builder cloud; inference infrastructure; core cloud; contracted infrastructure relationships","SMB/startup cloud; AI inference; developer infrastructure","developers; startups; SMBs; AI-native builders","AI ARR slowdown; margin pressure; capacity commitments; larger-customer dependence","revenue; ARR; AI customer ARR; RPO; operating cash flow","AI ARR slows; RPO conversion weakens; gross margin pressure","DigitalOcean 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/technology/internet-software-services/digitalocean-holdings-inc/company-analysis.md",FY2025,revenue,901.4,M USD,"Revenue supports DigitalOcean as a meaningful builder-access infrastructure platform.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",DigitalOcean,internet software control,"developer infrastructure spend; SMB cloud budgets; startup capital; AI-native builder demand",DigitalOcean,"builder cloud; inference infrastructure; core cloud; contracted infrastructure relationships","SMB/startup cloud; AI inference; developer infrastructure","developers; startups; SMBs; AI-native builders","AI ARR slowdown; margin pressure; capacity commitments; larger-customer dependence","operating income; operating cash flow","cash generation weakens; margin pressure","DigitalOcean 10-K","analysis/company-first-principles/technology/internet-software-services/digitalocean-holdings-inc/company-analysis.md",FY2025,operating cash flow,309.6,M USD,"Operating cash flow supports the claim that simpler cloud access can be a real infrastructure business.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",DigitalOcean,internet software control,"developer infrastructure spend; SMB cloud budgets; startup capital; AI-native builder demand",DigitalOcean,"builder cloud; inference infrastructure; core cloud; contracted infrastructure relationships","SMB/startup cloud; AI inference; developer infrastructure","developers; startups; SMBs; AI-native builders","AI ARR slowdown; margin pressure; capacity commitments; larger-customer dependence","ARR; revenue growth","ARR growth slows; revenue growth slows","DigitalOcean Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/digitalocean-holdings-inc/company-analysis.md",Q2 2026,ARR,1.125,B USD,"ARR supports larger committed builder-cloud opportunity.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",DigitalOcean,internet software control,"developer infrastructure spend; SMB cloud budgets; startup capital; AI-native builder demand",DigitalOcean,"builder cloud; inference infrastructure; core cloud; contracted infrastructure relationships","SMB/startup cloud; AI inference; developer infrastructure","developers; startups; SMBs; AI-native builders","AI ARR slowdown; margin pressure; capacity commitments; larger-customer dependence","AI customer ARR","AI ARR slows; capacity economics worsen","DigitalOcean Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/digitalocean-holdings-inc/company-analysis.md",Q2 2026,AI customer ARR,234,M USD,"AI customer ARR directly supports inference and AI-native infrastructure demand.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",DigitalOcean,internet software control,"developer infrastructure spend; SMB cloud budgets; startup capital; AI-native builder demand",DigitalOcean,"builder cloud; inference infrastructure; core cloud; contracted infrastructure relationships","SMB/startup cloud; AI inference; developer infrastructure","developers; startups; SMBs; AI-native builders","AI ARR slowdown; margin pressure; capacity commitments; larger-customer dependence","AI customer ARR mix","AI ARR shifts to lower-quality bare metal resale","DigitalOcean Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/digitalocean-holdings-inc/company-analysis.md",Q2 2026,AI customer ARR from inference and core cloud,85,percent,"AI ARR mix suggests AI demand is tied to useful cloud services, not only GPU resale.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",DigitalOcean,internet software control,"developer infrastructure spend; SMB cloud budgets; startup capital; AI-native builder demand",DigitalOcean,"builder cloud; inference infrastructure; core cloud; contracted infrastructure relationships","SMB/startup cloud; AI inference; developer infrastructure","developers; startups; SMBs; AI-native builders","AI ARR slowdown; margin pressure; capacity commitments; larger-customer dependence","RPO; next-12-month RPO","RPO conversion weakens","DigitalOcean Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/digitalocean-holdings-inc/company-analysis.md",Q2 2026,RPO,894,M USD,"RPO shows DigitalOcean moving toward larger committed infrastructure relationships.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",UnitedHealth,healthcare access and care delivery,"employers; government programs; individuals; healthcare premiums; public reimbursement",UnitedHealth,"managed care; Optum services; pharmacy economics; analytics; care delivery","healthcare benefits; care routing; pharmacy; services; administrative control","patients; employers; governments; providers; Optum service users","medical-cost trend; policy pressure; pharmacy scrutiny; cyber/governance trust","revenue; operating earnings; net margin; adjusted EPS; guidance","medical-cost trend remains underpriced; regulators restrict economics","UnitedHealth 10-K; 10-Q; earnings release; transcript","analysis/company-first-principles/healthcare/managed-health-care/unitedhealth-group-inc/company-analysis.md",FY2025,revenue,447.6,B USD,"Revenue scale supports UnitedHealth as a healthcare control-plane company.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",UnitedHealth,healthcare access and care delivery,"employers; government programs; individuals; healthcare premiums; public reimbursement",UnitedHealth,"managed care; Optum services; pharmacy economics; analytics; care delivery","healthcare benefits; care routing; pharmacy; services; administrative control","patients; employers; governments; providers; Optum service users","medical-cost trend; policy pressure; pharmacy scrutiny; cyber/governance trust","revenue; operating earnings; net margin; adjusted EPS","medical-cost trend remains underpriced; trust weakens","UnitedHealth Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/managed-health-care/unitedhealth-group-inc/company-analysis.md",Q2 2026,revenue,112.0,B USD,"Quarterly revenue shows continuing system scale after a difficult 2025.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",UnitedHealth,healthcare access and care delivery,"employers; government programs; individuals; healthcare premiums; public reimbursement",UnitedHealth,"managed care; Optum services; pharmacy economics; analytics; care delivery","healthcare benefits; care routing; pharmacy; services; administrative control","patients; employers; governments; providers; Optum service users","medical-cost trend; policy pressure; pharmacy scrutiny; cyber/governance trust","earnings from operations; net margin; adjusted EPS","profitability repair fails","UnitedHealth Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/managed-health-care/unitedhealth-group-inc/company-analysis.md",Q2 2026,earnings from operations,8.0,B USD,"Operating earnings support recovery of payer/control-plane profitability.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",UnitedHealth,healthcare access and care delivery,"employers; government programs; individuals; healthcare premiums; public reimbursement",UnitedHealth,"managed care; Optum services; pharmacy economics; analytics; care delivery","healthcare benefits; care routing; pharmacy; services; administrative control","patients; employers; governments; providers; Optum service users","medical-cost trend; policy pressure; pharmacy scrutiny; cyber/governance trust","net margin","margin stays pressured","UnitedHealth Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/managed-health-care/unitedhealth-group-inc/company-analysis.md",Q2 2026,net margin,4.9,percent,"Net margin is a proof and pressure metric for control-plane economics.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",UnitedHealth,healthcare access and care delivery,"employers; government programs; individuals; healthcare premiums; public reimbursement",UnitedHealth,"managed care; Optum services; pharmacy economics; analytics; care delivery","healthcare benefits; care routing; pharmacy; services; administrative control","patients; employers; governments; providers; Optum service users","medical-cost trend; policy pressure; pharmacy scrutiny; cyber/governance trust","adjusted EPS guidance","guidance cut","UnitedHealth Q2 2026 earnings release; transcript","analysis/company-first-principles/healthcare/managed-health-care/unitedhealth-group-inc/company-analysis.md",FY2026,adjusted EPS guidance low,19.50,USD/share,"Guidance raise is a watch metric for pricing and operational repair.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",UnitedHealth,healthcare access and care delivery,"employers; government programs; individuals; healthcare premiums; public reimbursement",UnitedHealth,"managed care; Optum services; pharmacy economics; analytics; care delivery","healthcare benefits; care routing; pharmacy; services; administrative control","patients; employers; governments; providers; Optum service users","medical-cost trend; policy pressure; pharmacy scrutiny; cyber/governance trust","adjusted EPS guidance","guidance cut","UnitedHealth Q2 2026 earnings release; transcript","analysis/company-first-principles/healthcare/managed-health-care/unitedhealth-group-inc/company-analysis.md",FY2026,adjusted EPS guidance high,20.00,USD/share,"Upper end of guidance frames management's recovery expectations.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Cigna,healthcare access and care delivery,"employers; plan sponsors; members; healthcare premiums; pharmacy spend",Cigna,"health benefits; Evernorth pharmacy services; specialty pharmacy; benefit design","benefits administration; pharmacy-cost routing; specialty-drug access","employers; plan sponsors; members; patients using specialty therapies","PBM regulation; drug-pricing pressure; client losses; medical-cost trend","revenue; adjusted income; SG&A; outlook","PBM economics compress; client retention weakens","Cigna 10-K; 10-Q; earnings release; transcript","analysis/company-first-principles/healthcare/managed-health-care/the-cigna-group/company-analysis.md",FY2025,total revenues,274.9,B USD,"Revenue scale supports Cigna as benefits and pharmacy-cost infrastructure.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Cigna,healthcare access and care delivery,"employers; plan sponsors; members; healthcare premiums; pharmacy spend",Cigna,"health benefits; Evernorth pharmacy services; specialty pharmacy; benefit design","benefits administration; pharmacy-cost routing; specialty-drug access","employers; plan sponsors; members; patients using specialty therapies","PBM regulation; drug-pricing pressure; client losses; medical-cost trend","revenue growth","growth slows; client losses","Cigna 10-K; earnings release","analysis/company-first-principles/healthcare/managed-health-care/the-cigna-group/company-analysis.md",FY2025,total revenue growth,11,percent,"Revenue growth supports recurring demand for benefits and pharmacy services.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Cigna,healthcare access and care delivery,"employers; plan sponsors; members; healthcare premiums; pharmacy spend",Cigna,"health benefits; Evernorth pharmacy services; specialty pharmacy; benefit design","benefits administration; pharmacy-cost routing; specialty-drug access","employers; plan sponsors; members; patients using specialty therapies","PBM regulation; drug-pricing pressure; client losses; medical-cost trend","adjusted income from operations","operating income weakens","Cigna 10-K; earnings release","analysis/company-first-principles/healthcare/managed-health-care/the-cigna-group/company-analysis.md",FY2025,adjusted income from operations,8.0,B USD,"Adjusted income supports strong earnings scale in healthcare routing.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Cigna,healthcare access and care delivery,"employers; plan sponsors; members; healthcare premiums; pharmacy spend",Cigna,"health benefits; Evernorth pharmacy services; specialty pharmacy; benefit design","benefits administration; pharmacy-cost routing; specialty-drug access","employers; plan sponsors; members; patients using specialty therapies","PBM regulation; drug-pricing pressure; client losses; medical-cost trend","quarterly revenues; adjusted income; SG&A","operating efficiency weakens","Cigna Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/managed-health-care/the-cigna-group/company-analysis.md",Q2 2026,revenues,71.668,B USD,"Quarterly revenue shows continued platform scale.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Cigna,healthcare access and care delivery,"employers; plan sponsors; members; healthcare premiums; pharmacy spend",Cigna,"health benefits; Evernorth pharmacy services; specialty pharmacy; benefit design","benefits administration; pharmacy-cost routing; specialty-drug access","employers; plan sponsors; members; patients using specialty therapies","PBM regulation; drug-pricing pressure; client losses; medical-cost trend","adjusted SG&A","administrative efficiency weakens","Cigna Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/managed-health-care/the-cigna-group/company-analysis.md",Q2 2026,adjusted SG&A ratio,4.6,percent,"Adjusted SG&A ratio supports administrative efficiency as a healthcare profit lever.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Cigna,healthcare access and care delivery,"employers; plan sponsors; members; healthcare premiums; pharmacy spend",Cigna,"health benefits; Evernorth pharmacy services; specialty pharmacy; benefit design","benefits administration; pharmacy-cost routing; specialty-drug access","employers; plan sponsors; members; patients using specialty therapies","PBM regulation; drug-pricing pressure; client losses; medical-cost trend","adjusted income outlook","outlook cut","Cigna Q2 2026 earnings release; transcript","analysis/company-first-principles/healthcare/managed-health-care/the-cigna-group/company-analysis.md",FY2026,adjusted income from operations outlook per share,30.45,USD/share,"Raised outlook supports execution stability in payer/pharmacy services.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",DaVita,healthcare access and care delivery,"Medicare; commercial payers; value-based care contracts; patient treatment demand",DaVita,"dialysis centers; home dialysis; integrated kidney care; risk-based arrangements","chronic kidney care; recurring treatment infrastructure; medical spend management","dialysis patients; payers; government programs","reimbursement pressure; labor cost; commercial mix erosion; utilization weakness","revenue; operating income; treatments per day; patients in risk-based arrangements; annualized medical spend","reimbursement falls; treatment growth slows; risk arrangements lose money","DaVita 10-K; 10-Q; earnings deck; transcript; CMS dialysis data","analysis/company-first-principles/healthcare/specialized-health-services/davita-inc/company-analysis.md",FY2025,revenue,13.643,B USD,"Revenue supports dialysis as large recurring chronic-treatment infrastructure.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",DaVita,healthcare access and care delivery,"Medicare; commercial payers; value-based care contracts; patient treatment demand",DaVita,"dialysis centers; home dialysis; integrated kidney care; risk-based arrangements","chronic kidney care; recurring treatment infrastructure; medical spend management","dialysis patients; payers; government programs","reimbursement pressure; labor cost; commercial mix erosion; utilization weakness","operating income","operating income weakens","DaVita 10-K","analysis/company-first-principles/healthcare/specialized-health-services/davita-inc/company-analysis.md",FY2025,operating income,2.044,B USD,"Operating income supports treatment-density economics.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",DaVita,healthcare access and care delivery,"Medicare; commercial payers; value-based care contracts; patient treatment demand",DaVita,"dialysis centers; home dialysis; integrated kidney care; risk-based arrangements","chronic kidney care; recurring treatment infrastructure; medical spend management","dialysis patients; payers; government programs","reimbursement pressure; labor cost; commercial mix erosion; utilization weakness","treatments per day","treatment growth slows; utilization weakens","DaVita Q1 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/specialized-health-services/davita-inc/company-analysis.md",Q1 2026,U.S. treatments per day,91650,count,"Treatments per day is the core recurring-demand unit for dialysis.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",DaVita,healthcare access and care delivery,"Medicare; commercial payers; value-based care contracts; patient treatment demand",DaVita,"dialysis centers; home dialysis; integrated kidney care; risk-based arrangements","chronic kidney care; recurring treatment infrastructure; medical spend management","dialysis patients; payers; government programs","reimbursement pressure; labor cost; commercial mix erosion; utilization weakness","patients in risk-based arrangements","risk arrangements lose money; patient count declines","DaVita Q2 2026 earnings release; transcript","analysis/company-first-principles/healthcare/specialized-health-services/davita-inc/company-analysis.md",Q2 2026,patients in risk-based arrangements,64900,count,"Risk-based patient count shows DaVita moving beyond sessions into total-cost coordination.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",DaVita,healthcare access and care delivery,"Medicare; commercial payers; value-based care contracts; patient treatment demand",DaVita,"dialysis centers; home dialysis; integrated kidney care; risk-based arrangements","chronic kidney care; recurring treatment infrastructure; medical spend management","dialysis patients; payers; government programs","reimbursement pressure; labor cost; commercial mix erosion; utilization weakness","annualized medical spend under risk","medical spend management fails","DaVita Q2 2026 earnings release; transcript","analysis/company-first-principles/healthcare/specialized-health-services/davita-inc/company-analysis.md",Q2 2026,annualized medical spend in risk-based arrangements,5.8,B USD,"Annualized medical spend under risk supports the claim that chronic-care operators are asked to manage total cost.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Option Care,healthcare access and care delivery,"payers; specialty pharmacy spend; patient therapy demand; drug manufacturers; referral sources",Option Care,"home infusion; alternate-site therapy; payer authorization; pharmacy handling; clinical logistics","home and alternate-site infusion; specialty therapy routing","patients; payers; drug manufacturers; physicians","payer reimbursement pressure; nurse capacity; therapy mix; hospital competition","net revenue; adjusted EBITDA; EPS; guidance; revenue growth","reimbursement cuts; unfavorable therapy mix; nurse shortage","Option Care 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/healthcare/specialized-health-services/option-care-health-inc/company-analysis.md",Q2 2026,net revenue,1.442,B USD,"Net revenue supports national scale in alternate-site therapy infrastructure.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Option Care,healthcare access and care delivery,"payers; specialty pharmacy spend; patient therapy demand; drug manufacturers; referral sources",Option Care,"home infusion; alternate-site therapy; payer authorization; pharmacy handling; clinical logistics","home and alternate-site infusion; specialty therapy routing","patients; payers; drug manufacturers; physicians","payer reimbursement pressure; nurse capacity; therapy mix; hospital competition","adjusted EBITDA","EBITDA margin compresses","Option Care Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/specialized-health-services/option-care-health-inc/company-analysis.md",Q2 2026,adjusted EBITDA,117.5,M USD,"Adjusted EBITDA supports profitability of recurring alternate-site therapy.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Option Care,healthcare access and care delivery,"payers; specialty pharmacy spend; patient therapy demand; drug manufacturers; referral sources",Option Care,"home infusion; alternate-site therapy; payer authorization; pharmacy handling; clinical logistics","home and alternate-site infusion; specialty therapy routing","patients; payers; drug manufacturers; physicians","payer reimbursement pressure; nurse capacity; therapy mix; hospital competition","net revenue; adjusted EBITDA","growth stalls","Option Care Q1 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/specialized-health-services/option-care-health-inc/company-analysis.md",Q1 2026,net revenue,1.3507,B USD,"Q1 revenue supports steady quarterly economics.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Option Care,healthcare access and care delivery,"payers; specialty pharmacy spend; patient therapy demand; drug manufacturers; referral sources",Option Care,"home infusion; alternate-site therapy; payer authorization; pharmacy handling; clinical logistics","home and alternate-site infusion; specialty therapy routing","patients; payers; drug manufacturers; physicians","payer reimbursement pressure; nurse capacity; therapy mix; hospital competition","revenue growth","growth momentum fades","Option Care Q4 2025 earnings release; transcript","analysis/company-first-principles/healthcare/specialized-health-services/option-care-health-inc/company-analysis.md",Q4 2025,revenue growth,8.8,percent,"Revenue growth entering 2026 supports durable site-of-care migration.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Addus,healthcare access and care delivery,"Medicaid; managed care; hospice reimbursement; home-health reimbursement; families indirectly",Addus,"personal care; hospice; home health; acquisitions; branch density","aging-in-place support; lower-cost home care; daily-living assistance","older adults; disabled patients; families; payers","caregiver availability; state reimbursement; managed-care bargaining; compliance costs","revenue; EBITDA; operating cash flow; revenue mix; state rate increases","labor shortage; rates fail to cover wages; acquisitions fail","Addus 10-K; 10-Q; earnings deck; transcript; Medicaid rate materials","analysis/company-first-principles/healthcare/specialized-health-services/addus-homecare-corporation/company-analysis.md",FY2025,revenue,1.42,B USD,"Record revenue supports recurring home-care platform scale.",medium,analysis-derived-needs-primary-source
CF-019,"Healthcare capital and reimbursement flows are moving toward control-plane payers and lower-cost recurring care sites.",Addus,healthcare access and care delivery,"Medicaid; managed care; hospice reimbursement; home-health reimbursement; families indirectly",Addus,"personal care; hospice; home health; acquisitions; branch density","aging-in-place support; lower-cost home care; daily-living assistance","older adults; disabled patients; families; payers","caregiver availability; state reimbursement; managed-care bargaining; compliance costs","quarterly revenue; net income; adjusted EBITDA; operating cash flow","labor/rate pressure compresses profit","Addus Q2 2026 earnings release; 10-Q","analysis/company-first-principles/healthcare/specialized-health-services/addus-homecare-corporation/company-analysis.md",Q2 2026,revenue,377.4,M USD,"Q2 revenue shows ongoing home-care demand.",medium,analysis-derived-needs-primary-source
