claim_id,company,manager,vehicle,period,industry,borrower,business_description,investment_type,principal_or_shares,amortized_cost_usd_m,fair_value_usd_m,source_file,source_table_index,status
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","Gula Buyer Inc. and Gula Co-Invest II, L.P.",Distributor and manufacturer of veterinarian-grade pet prescription medications and health products,Common units,0.5,0.7,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,63,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","Maravai Intermediate Holdings, LLC (13)",Life sciences tools platform,First lien senior secured loan,28.1,28.1,27.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","Moderna, Inc. (13)",Biotechnology company,First lien senior secured loan,111.6,111.6,109.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NAMSA Holdco, LLC, North American Science Associates, LLC and Cardinal Topco Holdings L.P. (13)",Contract research organization providing research and development and testing of medical devices,First lien senior secured loan,91.0,90.8,90.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NAMSA Holdco, LLC, North American Science Associates, LLC and Cardinal Topco Holdings L.P. (13)",Contract research organization providing research and development and testing of medical devices,Senior subordinated loan,2.0,2.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NAMSA Holdco, LLC, North American Science Associates, LLC and Cardinal Topco Holdings L.P. (13)",Contract research organization providing research and development and testing of medical devices,Class A preferred units,21.3,38.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NMC Skincare Intermediate Holdings II, LLC (13)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan,0.2,0.2,0.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NMC Skincare Intermediate Holdings II, LLC (13)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan,6.5,6.5,6.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NMC Skincare Intermediate Holdings II, LLC (13)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan,4.3,4.3,4.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","NMC Skincare Intermediate Holdings II, LLC (13)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan,29.1,29.1,27.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","Verista, Inc. (13)","Provides systems consulting for compliance, automation, validation, and packaging solutions to the healthcare sector",First lien senior secured revolving loan,1.1,1.0,0.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","Verista, Inc. (13)","Provides systems consulting for compliance, automation, validation, and packaging solutions to the healthcare sector",First lien senior secured loan,0.8,0.8,0.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","WCI-BXC Purchaser, LLC and WCI-BXC Investment Holdings, L.P.",Manufacturer of monoclonal antibodies,Limited partnership interest,1.5,1.3,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Adonis Acquisition Holdings LLC and Adonis Acquisition Holdings Parent LLC (5)(13),Producer and filler of aluminum beverage cans,First lien senior secured loan,2.8,2.8,2.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Adonis Acquisition Holdings LLC and Adonis Acquisition Holdings Parent LLC (5)(13),Producer and filler of aluminum beverage cans,First lien senior secured loan,16.7,16.7,16.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Adonis Acquisition Holdings LLC and Adonis Acquisition Holdings Parent LLC (5)(13),Producer and filler of aluminum beverage cans,Common units,17.6,7.7,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"AP Adhesives Holdings, LLC (13)",Distributor of industrial adhesives and equipment,First lien senior secured loan,32.1,32.1,31.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,ASP-r-pac Acquisition CO LLC and ASP-r-pac Holdings LP (13),Manufacturer and supplier of printed packaging and trimmings,First lien senior secured loan,2.8,2.8,2.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,ASP-r-pac Acquisition CO LLC and ASP-r-pac Holdings LP (13),Manufacturer and supplier of printed packaging and trimmings,Class A units,20.2,18.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,ASP-r-pac Acquisition CO LLC and ASP-r-pac Holdings LP (13),Manufacturer and supplier of printed packaging and trimmings,First lien senior secured loan,6.5,6.5,6.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,ASP-r-pac Acquisition CO LLC and ASP-r-pac Holdings LP (13),Manufacturer and supplier of printed packaging and trimmings,Limited partnership interest,2.0,2.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Meyer Laboratory, LLC and Meyer Parent, LLC (13)",Provider of industrial and institutional cleaning chemicals and application systems,First lien senior secured revolving loan,0.7,0.7,0.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Meyer Laboratory, LLC and Meyer Parent, LLC (13)",Provider of industrial and institutional cleaning chemicals and application systems,First lien senior secured revolving loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Meyer Laboratory, LLC and Meyer Parent, LLC (13)",Provider of industrial and institutional cleaning chemicals and application systems,First lien senior secured loan,32.6,32.6,31.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Meyer Laboratory, LLC and Meyer Parent, LLC (13)",Provider of industrial and institutional cleaning chemicals and application systems,Common units,440000.0,0.4,0.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"MP Midco Holdings, LLC and MP Topco Holdings, LLC",Food contract manufacturer,First lien senior secured loan,8.9,8.9,9.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"MP Midco Holdings, LLC and MP Topco Holdings, LLC",Food contract manufacturer,Common units,639359.0,4.8,11.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"NCP-MSI Buyer, Inc. and NCP MSI Co-Invest, LP (13)(14)",Manufacturing and packaging company for major brands,First lien senior secured revolving loan,4.8,4.8,4.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"NCP-MSI Buyer, Inc. and NCP MSI Co-Invest, LP (13)(14)",Manufacturing and packaging company for major brands,First lien senior secured loan,31.7,31.7,31.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"NCP-MSI Buyer, Inc. and NCP MSI Co-Invest, LP (13)(14)",Manufacturing and packaging company for major brands,First lien senior secured loan,1.0,1.0,1.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"NCP-MSI Buyer, Inc. and NCP MSI Co-Invest, LP (13)(14)",Manufacturing and packaging company for major brands,Limited partnership interest,0.9,0.6,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (13)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan,24.8,24.8,24.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (13)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan,1.4,1.4,1.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (13)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan,3.3,3.3,3.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (13)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan,37.3,35.6,37.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (13)",Manufacturer of thermoformed packaging for medical devices,Class A units,6762668.0,6.8,9.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,First lien senior secured loan,22.4,22.4,22.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,First lien senior secured loan,0.3,0.3,0.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,Class A preferred units,4.6,3.8,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,Class C units,,4772.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,65,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC (13),Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured revolving loan,4.8,4.8,4.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC (13),Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan,268.2,268.1,249.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC (13),Manufacturer of specialized acrylic and polycarbonate sheets,Preferred units,0.4,0.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC (13),Manufacturer of specialized acrylic and polycarbonate sheets,Preferred units,0.1,0.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC (13),Manufacturer of specialized acrylic and polycarbonate sheets,Co-invest units,5969.0,0.6,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,PLZ Corp.,Manufacturer of specialty aerosol and liquid products,Second lien senior secured loan,76.4,74.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Precision Concepts Parent Inc., Precision Concepts International LLC, and Precision Concepts Canada Corporation (13)",Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan,0.9,0.9,0.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Precision Concepts Parent Inc., Precision Concepts International LLC, and Precision Concepts Canada Corporation (13)",Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Precision Concepts Parent Inc., Precision Concepts International LLC, and Precision Concepts Canada Corporation (13)",Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured loan,24.7,24.7,24.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Precision Concepts Parent Inc., Precision Concepts International LLC, and Precision Concepts Canada Corporation (13)",Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured loan,7.8,7.8,7.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Precision Concepts Parent Inc., Precision Concepts International LLC, and Precision Concepts Canada Corporation (13)",Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured loan,11.8,11.8,11.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"Precision Concepts Parent Inc., Precision Concepts International LLC, and Precision Concepts Canada Corporation (13)",Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured loan,10.5,10.4,10.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares,1.1,1.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,Sterilex LLC,Provider of enhanced sanitation technologies and solutions within the food supply chain,First lien senior secured loan,5.2,5.2,5.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units,,421.0,4.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Centric Brands LLC, Centric Brands TopCo, LLC, and Centric Brands L.P. (4)","Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan,28.4,26.6,28.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Centric Brands LLC, Centric Brands TopCo, LLC, and Centric Brands L.P. (4)","Designer, marketer and distributor of licensed and owned apparel",Senior subordinated loan,31.9,30.4,32.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Centric Brands LLC, Centric Brands TopCo, LLC, and Centric Brands L.P. (4)","Designer, marketer and distributor of licensed and owned apparel",Senior subordinated loan,13.3,12.3,13.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Centric Brands LLC, Centric Brands TopCo, LLC, and Centric Brands L.P. (4)","Designer, marketer and distributor of licensed and owned apparel",Class A limited partnership interests,2.9,12.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"DIEM-VII (QP), LLC (5)",Italian luxury fashion brand,Limited liability company interest,11062367.0,11.6,11.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (13)",Footwear and orthopedic foot-care brand,First lien senior secured loan,64.5,64.5,64.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (13)",Footwear and orthopedic foot-care brand,First lien senior secured loan,5.7,5.7,5.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (13)",Footwear and orthopedic foot-care brand,Common stock,8.5,8.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Fossil Group, Inc., Fossil Partners, L.P., and Fossil Canada Inc. (13)",Designer and manufacturer of consumer fashion accessories,First lien senior secured revolving loan,5.1,5.1,5.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Implus Footcare, LLC, Implus Holdings, LLC, and Implus Topco, LLC (5)(13)",Provider of footwear and other accessories,First lien senior secured loan,30.7,30.7,30.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Implus Footcare, LLC, Implus Holdings, LLC, and Implus Topco, LLC (5)(13)",Provider of footwear and other accessories,First lien senior secured loan,14.4,14.4,14.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Implus Footcare, LLC, Implus Holdings, LLC, and Implus Topco, LLC (5)(13)",Provider of footwear and other accessories,Common units,41.9,33.7,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,Johnnie-O Inc. and Johnnie-O Holdings Inc.,Apparel retailer,First lien senior secured loan,17.5,17.4,17.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,Johnnie-O Inc. and Johnnie-O Holdings Inc.,Apparel retailer,Series A convertible preferred stock,4.2,5.9,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,Johnnie-O Inc. and Johnnie-O Holdings Inc.,Apparel retailer,Warrant to purchase shares of common stock,1.5,3.8,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Lew's Intermediate Holdings, LLC",Outdoor brand holding company,First lien senior secured loan,0.9,0.9,0.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,"Pelican Products, Inc.",Flashlights manufacturer,First lien senior secured revolving loan,2.3,2.3,2.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,67,parser-derived-needs-reconciliation
