parser_row_id,schedule,page,source_y,cusip_or_identifier,name_or_description_near_row,actual_cost,fair_value,book_adjusted_carrying_value,unrealized_valuation_change,current_year_depreciation_or_amortization,current_year_other_than_temporary_impairment,capitalized_deferred_interest_and_other,total_foreign_exchange_change,investment_income,commitment_for_additional_investment,percentage_of_ownership,current_status,boundary
CFAASBACP-0267,Schedule BA Part 1,5821,188.0,,UBS Group AG Junior Subordinated Perpet.,"7,721,250","8,092,348","7,699,051",,"(22,199)",,,,"426,381",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0268,Schedule BA Part 1,5821,201.8,902613-BK-3,UBS Group AG Junior Subordinated Perpet.,"33,993,200","36,685,310","33,993,200",,,,,,"805,631",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0269,Schedule BA Part 1,5821,215.4,902613-BF-4,UBS Group AG Junior Subordinated Perpet.,"13,578,125","13,735,898","13,392,296",,"(61,314)",,,,"255,395",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0270,Schedule BA Part 1,5821,229.1,ZH2256-56-3,Vontobel Holding AG Subordinated Perpet.,"35,970,183","35,445,300","35,620,919",,"(394,823)",,,,"1,549,053",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0271,Schedule BA Part 1,5821,242.7,,Vontobel Holding AG Subordinated Perpet.,"36,560,958","35,864,400","36,266,710",,"(350,461)",,,,"1,584,345",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0272,Schedule BA Part 1,5821,265.4,,Access Point Financial LLC APF Term Loan Facility,"128,801,117","129,448,359","128,863,919",,"(62,803)",,,,"3,796,739",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0273,Schedule BA Part 1,5821,279.0,,Builders Capital Builders Capital,"221,026,911","221,026,911","221,026,911",,,,,,"23,944,890",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0274,Schedule BA Part 1,5821,292.7,,Builders Capital Builders Capital II 19JUN27,"357,363,590","357,363,590","357,363,590",,,,,,"29,626,771",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0275,Schedule BA Part 1,5821,309.8,,Interspace Ventures LLC,"130,500,000","19,268,891","2,304,324",,"(128,195,676)",,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0276,Schedule BA Part 1,5821,317.8,,"Interspace Ventures LLC Serrano Solar Partners, LLC","363,810,888","33,646,458","40,357,116",,"(327,435,550)",,,,,"3,435,615",93.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0277,Schedule BA Part 1,5821,325.8,,"Serrano Solar Partners, LLC USB LIHTC Fund 2023-5, LLC","33,170,414","6,059,042","5,941,887",,"(22,311,380)",,,,,"284,160,133",95.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0278,Schedule BA Part 1,5821,342.9,,"AP VCI Aggregator A, L.P. VCI Asset Equity","2,141,680","2,141,680","2,141,680",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0279,Schedule BA Part 1,5821,356.7,37187A-AL-8,Genesis Financial Gnfl GNFL F,"1,484,423","1,958,731","1,484,423",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0280,Schedule BA Part 1,5821,379.2,,"Apollo Asset-Backed Finance Lending Company, L.P.","29,999,999","39,485,557","39,485,557","8,007,538",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0281,Schedule BA Part 1,5821,392.9,,"Apollo Asset-Backed Finance Lending Company, L.P.","20,000,000","26,323,703","26,323,703","5,292,017",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0282,Schedule BA Part 1,5821,407.9,03841S-AF-2,Aqua AssetCo Alt Trust II R,"31,783,310","39,438,496","31,783,310",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0283,Schedule BA Part 1,5821,416.0,03844A-AF-8,Aqua Borrower Trust L R,"50,974,714","62,425,426","50,974,714",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0284,Schedule BA Part 1,5821,429.6,00076M-AF-7,BHG Forward Flow BHG Forward Flow Class R,"55,355,485","59,454,332","55,355,485",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0285,Schedule BA Part 1,5821,446.6,,A-A Diversified Opportunities Fund (Y) L.P.,,,"172,945",,,,,,,"450,485",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0286,Schedule BA Part 1,5821,454.6,,A-A Diversified Opportunities Fund (Y) L.P. A-A Diversified Opportunities Fund (Z) L.P.,,,"28,696,845",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0287,Schedule BA Part 1,5821,471.6,,"Bluewater Investment Holdings, LLC","377,402","263,648","263,648",,,,,,,,4.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0288,Schedule BA Part 1,5821,479.7,,"Bluewater Investment Holdings, LLC Bluewater Investment Holdings, LLC",,,"2,598,932",,,,,,,"108,127,107",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0289,Schedule BA Part 1,5821,502.4,,Turbin Finance Trust Turbin Finance Trust A1,,"2,082",,,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0290,Schedule BA Part 1,5821,516.2,Q0286*-AH-0,Turbin Finance Trust Turbin Finance Trust G1,"6,046,624","6,101,437","6,212,353",,,,,"165,729",,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0291,Schedule BA Part 1,5821,529.7,,Turbin Finance Trust Turbin Finance Trust X-,,"2,082",,,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0292,Schedule BA Part 1,5822,174.3,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,"792,432","1,171,752","854,459",,,,,"150,904",,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0293,Schedule BA Part 1,5822,188.0,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,"125,998","188,625","130,220",,,,,"49,630",,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0294,Schedule BA Part 1,5822,201.6,,IRMT-DE1 DESIGNATED ACTIVITY C IRMT-DE1 SUB,"149,482","223,778","154,491",,,,,"58,883",,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0295,Schedule BA Part 1,5822,215.4,Q7457#-AH-4,Turbin Finance Trust A1-X,,13,,,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0296,Schedule BA Part 1,5822,229.1,Q7457#-AJ-0,Turbin Finance Trust B1-X,"29,526","32,200","30,994",,,,,"1,468",,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0297,Schedule BA Part 1,5822,242.8,Q7457#-AK-7,Turbin Finance Trust C1-X,"13,026","15,000","13,674",,,,,648,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0298,Schedule BA Part 1,5822,256.5,Q7457#-AL-5,Turbin Finance Trust D1-X,"9,553","11,000","10,028",,,,,475,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0299,Schedule BA Part 1,5822,270.2,Q7457#-AM-3,Turbin Finance Trust E1-X,"8,684","9,100","9,116",,,,,432,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0300,Schedule BA Part 1,5822,283.8,Q7457#-AN-1,Turbin Finance Trust F1-X,"4,342","4,700","4,558",,,,,216,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0301,Schedule BA Part 1,5822,297.5,Q7457#-AG-6,Turbin Finance Trust G1,"1,448,825","7,423,198","1,520,860",,,,,"72,035",,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0302,Schedule BA Part 1,5822,311.2,Q7457#-AP-6,Turbin Finance Trust G1-X,"4,343","4,700","4,559",,,,,216,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0303,Schedule BA Part 1,5822,328.1,,"Castlelake Aviation III Stable Yield, L.P.",,,"2,848,255",,,,,,,"7,045,445",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0304,Schedule BA Part 1,5822,336.2,,"Castlelake Aviation III Stable Yield, L.P. Jefferies Direct Lending Fund II",,,"15,003,252",,,,,,,"901,059",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0305,Schedule BA Part 1,5822,344.2,,"Jefferies Direct Lending Fund II SVB Innovation Credit Growth Fund IX, LP",,,"3,795,735",,,,,,,"2,185,412",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0306,Schedule BA Part 1,5822,361.2,,"AA Pencil Holdings, L.P.",,,"32,107,400",,,,,,,"9,010,592",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0307,Schedule BA Part 1,5822,369.3,,"AA Pencil Holdings, L.P. A-A SPN-24 (AOPII-AAA), L.P.",,,"89,725,673",,,,,,,"121,522,712",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0308,Schedule BA Part 1,5822,377.3,,"A-A SPN-24 (AOPII-AAA), L.P. A-A SPN-4 (ANAF AAA), L.P.",,,"64,843,906",,,,,,,"38,673,294",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0309,Schedule BA Part 1,5822,385.4,,"A-A SPN-4 (ANAF AAA), L.P. AA WH Holdco, L.P.",,,"6,254,687",,,,,,,"14,467,476",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0310,Schedule BA Part 1,5822,393.4,,"AA WH Holdco, L.P. AOP Finance Partners, L.P.",,,"162,287,202",,,,,,,"6,415,267",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0311,Schedule BA Part 1,5822,401.4,,"AOP Finance Partners, L.P. AP HV Holdings, L.P.",,,"25,430,328",,,,,,,"9,594,280",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0312,Schedule BA Part 1,5822,418.6,000807-AW-7,ABPCI 2019-5A A1RR,,,"4,900,159",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0313,Schedule BA Part 1,5822,426.6,00086G-AY-7,ABPCI 2019-5A A1RR ABPCI 2019-6A A1RR,,,"6,002,223",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0314,Schedule BA Part 1,5822,434.7,00774M-BG-9,ABPCI 2019-6A A1RR AER,,,"2,450,159",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0315,Schedule BA Part 1,5822,442.7,001200-AJ-3,AER AGL 2019-2A A1R,,,"1,353,087",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0316,Schedule BA Part 1,5822,450.8,00851K-AK-1,AGL 2019-2A A1R AGL 2020-8A A1R2,,,"2,625,179",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0317,Schedule BA Part 1,5822,458.8,00120V-AA-4,AGL 2020-8A A1R2 AGL 2024-30RA A1,,,"5,748,692",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0318,Schedule BA Part 1,5822,466.8,00852M-AA-8,AGL 2024-30RA A1 AGL 2024-31A A,,,"3,244,587",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0319,Schedule BA Part 1,5822,474.8,,AGL 2024-31A A AMAPS C FLT 144A,,,"40,626,246",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0320,Schedule BA Part 1,5822,482.8,,AMAPS C FLT 144A AMAPS2 C FLT 144A,,,"40,626,246",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0321,Schedule BA Part 1,5822,491.0,031162-DB-3,AMAPS2 C FLT 144A AMGN,,,"1,551,891",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0322,Schedule BA Part 1,5822,499.0,03665L-AL-7,AMGN ANTR 2018-3A A1R,,,"16,778,913",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0323,Schedule BA Part 1,5822,507.0,03665Y-AN-5,ANTR 2018-3A A1R ANTR 2019-2A A1R,,,"5,158,581",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0324,Schedule BA Part 1,5822,515.1,03666B-AW-4,ANTR 2019-2A A1R ANTR 2021-1A A1R,,,"3,371,854",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0325,Schedule BA Part 1,5822,523.1,03663Y-AA-5,ANTR 2021-1A A1R ANTR 2024-5A A,,,"4,365,818",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0326,Schedule BA Part 1,5822,531.2,03771R-AA-9,ANTR 2024-5A A APID 2025-54A A1,,,"3,653,704",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0327,Schedule BA Part 1,5822,539.2,05071L-AL-0,APID 2025-54A A1 AUDAX 2021-6A AR,,,"3,371,877",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0328,Schedule BA Part 1,5822,547.2,05072N-AA-9,AUDAX 2021-6A AR AUDAX 2024-10A A,,,"4,040,859",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0329,Schedule BA Part 1,5823,168.8,050931-AA-2,AUDAX 2024-9A A1,,,"2,847,165",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0330,Schedule BA Part 1,5823,176.8,1BA08A-CQ-1,"AUDAX 2024-9A A1 Aven Gas & Oil, Inc. Royalties","1,546,895","1,560,606","1,560,606","5,814",,,,,"50,002",,100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0331,Schedule BA Part 1,5823,184.8,06051G-GF-0,"Aven Gas & Oil, Inc. Royalties BAC MTN",,,"969,274",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0332,Schedule BA Part 1,5823,192.9,06738E-CJ-2,BAC MTN BACR V6.496,,,"1,689,086",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0333,Schedule BA Part 1,5823,200.9,05876N-AA-7,BACR V6.496 BALLY 2024-26A A1A,,,"3,647,286",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0334,Schedule BA Part 1,5823,209.0,05526D-BB-0,BALLY 2024-26A A1A BATSLN,,,"11,485,706",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0335,Schedule BA Part 1,5823,217.0,05555Y-AA-1,BATSLN BCMM 2025-1A A1,,,"11,942,620",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0336,Schedule BA Part 1,5823,225.0,09261H-AD-9,BCMM 2025-1A A1 BCRED,,,"3,313,391",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0337,Schedule BA Part 1,5823,233.1,05555W-AA-5,BCRED BCRED 2024-2A A,,,"4,722,469",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0338,Schedule BA Part 1,5823,241.1,06279J-AB-5,BCRED 2024-2A A BKIR V2.029 144A,,,"1,174,702",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0339,Schedule BA Part 1,5823,249.2,09659W-2N-3,BKIR V2.029 144A BNP V1.323 144A,,,"4,461,936",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0340,Schedule BA Part 1,5823,257.2,172967-LD-1,BNP V1.323 144A C,,,"7,266,933",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0341,Schedule BA Part 1,5823,265.2,12803R-AK-0,C CABKSM V4.634 144A,,,"2,737,948",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0342,Schedule BA Part 1,5823,273.3,314382-AA-0,CABKSM V4.634 144A CEG,,,"4,998,085",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0343,Schedule BA Part 1,5823,281.3,156940-AA-6,CEG CERB 2023-4A A,,,"8,535,400",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0344,Schedule BA Part 1,5823,289.4,15674D-AA-2,CERB 2023-4A A CERB 2023-5A A,,,"4,386,167",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0345,Schedule BA Part 1,5823,297.4,15675B-AA-5,CERB 2023-5A A CERB 2024-2A A,,,"1,350,496",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0346,Schedule BA Part 1,5823,305.4,143111-AL-6,CERB 2024-2A A CGMS 2022-3A AR,,,"2,872,390",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0347,Schedule BA Part 1,5823,313.5,171512-AQ-9,CGMS 2022-3A AR CHMML 2019-1A AR,,,"2,288,291",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0348,Schedule BA Part 1,5823,321.5,17151L-AC-8,CHMML 2019-1A AR CHMML 2023-2A A1,,,"5,916,179",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0349,Schedule BA Part 1,5823,329.6,161175-BJ-2,CHMML 2023-2A A1 CHTR,,,"3,906,398",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0350,Schedule BA Part 1,5823,337.6,224044-CR-6,CHTR COXENT 144A,,,"5,704,756",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0351,Schedule BA Part 1,5823,345.6,21871X-AD-1,COXENT 144A CRBG,,,"5,702,609",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0352,Schedule BA Part 1,5823,353.7,22966R-AD-8,CRBG CUBE,,,"3,533,554",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0353,Schedule BA Part 1,5823,361.7,25160P-AH-0,CUBE DB V2.552,,,"12,805,210",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0354,Schedule BA Part 1,5823,369.8,25255N-AQ-1,DB V2.552 DCLO 2022-4A A1R,,,"892,446",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0355,Schedule BA Part 1,5823,377.8,25389J-AV-8,DCLO 2022-4A A1R DLR,,,"1,657,760",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0356,Schedule BA Part 1,5823,385.8,26246E-AL-2,DLR DRSLF 2020-83A AR,,,"2,876,242",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0357,Schedule BA Part 1,5823,393.9,29278G-AA-6,DRSLF 2020-83A AR ENELIM 144A,,,"4,689,852",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0358,Schedule BA Part 1,5823,401.9,226373-AR-9,ENELIM 144A ET 144A,,,"3,409,372",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0359,Schedule BA Part 1,5823,410.0,30037F-AA-8,ET 144A EVRG 144A,,,"4,126,807",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0360,Schedule BA Part 1,5823,418.0,34966G-AA-3,EVRG 144A FCBSL 2024-2A A,,,"13,315,944",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0361,Schedule BA Part 1,5823,426.0,34966Q-AA-1,FCBSL 2024-2A A FCO 2024-25A A1T,,,"11,933,474",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0362,Schedule BA Part 1,5823,434.1,708696-BY-4,FCO 2024-25A A1T FE 144A,,,"2,656,118",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0363,Schedule BA Part 1,5823,442.1,38181C-AA-2,FE 144A GBDC4 2025-1A A1,,,"13,500,565",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
