template_id,source_rank,company,ticker,sector,industry,primary_lane,lane_rank,matched_signal_categories,capital_flow_role,likely_funding_wrapper,source_availability,current_proof_level,denominator_need,next_document,safe_claim,do_not_claim,priority_status,packet_path,analysis_path
ACET-001-390,390,Jones Lang Lasalle Inc.,,Real Estate,Real Estate Development,power_grid_and_project_finance,,power_grid_and_project_finance; capital_intensity_and_capex,"power, grid, infrastructure, or project-finance demand candidate","utility debt/equity, rate-base recovery, project finance, customer contracts, public funding",packet-only,universe-radar,"MW/GW load, rate base, capex plan, approved projects, docket status, recovery mechanism","Extract capex plan, rate base, project backlog, financing plan, customer contracts, and regulatory recovery evidence.","Jones Lang Lasalle Inc. is a power, grid, infrastructure, or project-finance demand candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Jones Lang Lasalle Inc.'s power_grid_and_project_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/real-estate/real-estate-development/jones-lang-lasalle-inc/company-packet.md,
ACET-001-391,391,Realty Income Corp.,`O`,Real Estate,Reit Retail,power_grid_and_project_finance,,power_grid_and_project_finance; acquisition_finance,"power, grid, infrastructure, or project-finance demand candidate","utility debt/equity, rate-base recovery, project finance, customer contracts, public funding",packet-only,universe-radar,"MW/GW load, rate base, capex plan, approved projects, docket status, recovery mechanism","Extract capex plan, rate base, project backlog, financing plan, customer contracts, and regulatory recovery evidence.","Realty Income Corp. is a power, grid, infrastructure, or project-finance demand candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Realty Income Corp.'s power_grid_and_project_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/real-estate/reit-retail/realty-income-corp/company-packet.md,
ACET-001-392,392,Epson,6724,Technology,Computer Based Systems,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Epson is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Epson's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/computer-based-systems/epson/company-packet.md,
ACET-001-393,393,Echostar Corporation,,Technology,Diversified Communication Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Echostar Corporation is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Echostar Corporation's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/diversified-communication-services/echostar-corporation/company-packet.md,
ACET-001-394,394,Godaddy Inc.,,Technology,Internet Information Providers,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Godaddy Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Godaddy Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/internet-information-providers/godaddy-inc/company-packet.md,
ACET-001-395,395,Shopify Inc.,,Technology,Internet Information Providers,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Shopify Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Shopify Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/internet-information-providers/shopify-inc/company-packet.md,
ACET-001-396,396,Akamai Technologies Inc.,,Technology,Internet Software Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-analysis,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Akamai Technologies Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Akamai Technologies Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/internet-software-services/akamai-technologies-inc/company-packet.md,analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md
ACET-001-397,397,Fastly Inc.,,Technology,Internet Software Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-analysis,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Fastly Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Fastly Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/internet-software-services/fastly-inc/company-packet.md,analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md
ACET-001-398,398,Burlington Stores Inc.,BURL,Consumer Goods,Discount Variety Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-analysis,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Burlington Stores Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Burlington Stores Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/discount-variety-stores/burlington-stores-inc/company-packet.md,analysis/company-first-principles/consumer-goods/discount-variety-stores/burlington-stores-inc/company-analysis.md
ACET-001-399,399,Build A Bear Workshop Inc.,,Consumer Goods,Toys Games Hobbies,debt_refinancing_and_facilities,,debt_refinancing_and_facilities,"refinancing, maturity, facility, or lender-role candidate","revolvers, term loans, senior notes, ABL, private placements, amendments",packet-only,universe-radar,"old/new debt, maturity wall, pricing, covenant headroom, lender group, repayment use","Extract debt table, maturity schedule, facility size, lender names, pricing, use of proceeds, and repayment/refinancing language.","Build A Bear Workshop Inc. is a refinancing, maturity, facility, or lender-role candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Build A Bear Workshop Inc.'s debt_refinancing_and_facilities signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/consumer-goods/toys-games-hobbies/build-a-bear-workshop-inc/company-packet.md,
ACET-001-400,400,State Street Corp.,STT,Financial,Asset Management,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","State Street Corp. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat State Street Corp.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/financial/asset-management/state-street-corp/company-packet.md,
ACET-001-401,401,Samsara Inc.,,Technology,Application Software,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Samsara Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Samsara Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/technology/application-software/samsara-inc/company-packet.md,
ACET-001-402,402,Pnc Financial Services Group Inc.,`PNC`,Financial,Regional Mid Atlantic Banks,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-only,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Pnc Financial Services Group Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Pnc Financial Services Group Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/financial/regional-mid-atlantic-banks/pnc-financial-services-group-inc/company-packet.md,
ACET-001-403,403,Astrana Health,`ASTH`,Healthcare,Medical Equipment Wholesale,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Astrana Health is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Astrana Health's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/healthcare/medical-equipment-wholesale/astrana-health/company-packet.md,
ACET-001-404,404,Prologis Inc.,,Real Estate,Reit Industrial Real Estate,power_grid_and_project_finance,,power_grid_and_project_finance; capital_intensity_and_capex,"power, grid, infrastructure, or project-finance demand candidate","utility debt/equity, rate-base recovery, project finance, customer contracts, public funding",packet-only,universe-radar,"MW/GW load, rate base, capex plan, approved projects, docket status, recovery mechanism","Extract capex plan, rate base, project backlog, financing plan, customer contracts, and regulatory recovery evidence.","Prologis Inc. is a power, grid, infrastructure, or project-finance demand candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Prologis Inc.'s power_grid_and_project_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/real-estate/reit-industrial-real-estate/prologis-inc/company-packet.md,
ACET-001-405,405,Hyatt Hotels Corporation,H,Services,Lodging,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Hyatt Hotels Corporation is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Hyatt Hotels Corporation's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/services/lodging/hyatt-hotels-corporation/company-packet.md,
ACET-001-406,406,Liberty Global Ltd.,,Technology,Diversified Communication Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Liberty Global Ltd. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Liberty Global Ltd.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/technology/diversified-communication-services/liberty-global-ltd/company-packet.md,
ACET-001-407,407,Fastly Inc.,,Technology,Internet Information Providers,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Fastly Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Fastly Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/technology/internet-information-providers/fastly-inc/company-packet.md,
ACET-001-408,408,Fmc Corporation,FMC,Basic Materials,Chemicals Major Diversified,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Fmc Corporation is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Fmc Corporation as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/basic-materials/chemicals-major-diversified/fmc-corporation/company-packet.md,
ACET-001-409,409,Abercrombie Fitch Co.,ANF,Consumer Goods,Apparel Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Abercrombie Fitch Co. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Abercrombie Fitch Co. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/apparel-stores/abercrombie-fitch-co/company-packet.md,
ACET-001-410,410,The Coca Cola Company,KO,Consumer Goods,Beverages Soft Drinks,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",The Coca Cola Company is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat The Coca Cola Company as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/beverages-soft-drinks/the-coca-cola-company/company-packet.md,
ACET-001-411,411,Brown Forman,BF,Consumer Goods,Beverages Wineries Distillers,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Brown Forman is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Brown Forman as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/beverages-wineries-distillers/brown-forman/company-packet.md,
ACET-001-412,412,Mondelez International,MDLZ,Consumer Goods,Confectioners,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Mondelez International is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Mondelez International as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/confectioners/mondelez-international/company-packet.md,
ACET-001-413,413,Macys Inc.,M,Consumer Goods,Department Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Macys Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Macys Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/department-stores/macys-inc/company-packet.md,
ACET-001-414,414,The Kraft Heinz Company,KHC,Consumer Goods,Food Major Diversified,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",The Kraft Heinz Company is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat The Kraft Heinz Company as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/food-major-diversified/the-kraft-heinz-company/company-packet.md,
ACET-001-415,415,Carnival Corporation PLC,CCL,Consumer Goods,General Entertainment,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Carnival Corporation PLC is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Carnival Corporation PLC as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/general-entertainment/carnival-corporation-plc/company-packet.md,
ACET-001-416,416,Coty Inc.,COTY,Consumer Goods,Personal Products,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Coty Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Coty Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/personal-products/coty-inc/company-packet.md,
ACET-001-417,417,Procter Gamble Co.,PG,Consumer Goods,Personal Products,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Procter Gamble Co. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Procter Gamble Co. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/personal-products/procter-gamble-co/company-packet.md,
ACET-001-418,418,Gopro Inc.,GPRO,Consumer Goods,Photographic Equipment Supplies,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Gopro Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Gopro Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/photographic-equipment-supplies/gopro-inc/company-packet.md,
ACET-001-419,419,Campbell Soup Company,CPB,Consumer Goods,Processed Packaged Goods,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Campbell Soup Company is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Campbell Soup Company as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/processed-packaged-goods/campbell-soup-company/company-packet.md,
ACET-001-420,420,Dutch Bros Inc.,`BROS`,Consumer Goods,Restaurants,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Dutch Bros Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Dutch Bros Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/restaurants/dutch-bros-inc/company-packet.md,
ACET-001-421,421,Yeti Holdings Inc.,`YETI`,Consumer Goods,Sporting Goods,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Yeti Holdings Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Yeti Holdings Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/sporting-goods/yeti-holdings-inc/company-packet.md,
ACET-001-422,422,Lululemon Athletica Inc.,LULU,Consumer Goods,Textile Apparel Clothing,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Lululemon Athletica Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Lululemon Athletica Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/textile-apparel-clothing/lululemon-athletica-inc/company-packet.md,
ACET-001-423,423,Deckers Outdoor Corp.,`DECK`,Consumer Goods,Textile Apparel Footwear Accessories,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Deckers Outdoor Corp. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Deckers Outdoor Corp. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/textile-apparel-footwear-accessories/deckers-outdoor-corp/company-packet.md,
ACET-001-424,424,Philip Morris International,PM,Consumer Goods,Tobacco Products Other,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Philip Morris International is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Philip Morris International as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/tobacco-products-other/philip-morris-international/company-packet.md,
ACET-001-425,425,Hasbro Inc.,`HAS`,Consumer Goods,Toys Games Hobbies,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Hasbro Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Hasbro Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/consumer-goods/toys-games-hobbies/hasbro-inc/company-packet.md,
ACET-001-426,426,Franklin Resources Inc.,BEN,Financial,Asset Management,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Franklin Resources Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Franklin Resources Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/financial/asset-management/franklin-resources-inc/company-packet.md,
ACET-001-427,427,Invesco Ltd.,IVZ,Financial,Asset Management,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Invesco Ltd. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Invesco Ltd. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/financial/asset-management/invesco-ltd/company-packet.md,
ACET-001-428,428,Berkshire Hathaway Inc.,`BRK.A` / `BRK.B`,Financial,Conglomerates,insurance_and_retirement_capital,,insurance_and_retirement_capital,insurance or retirement-liability capital source candidate,"insurance general accounts, retirement liabilities, reinsurance, affiliated managers",packet-only,universe-radar,"statutory invested assets, reserves, surplus, NAIC quality, private-credit allocation","Bridge insurance liabilities to investment assets using annual reports, statutory filings, reinsurance notes, and asset schedules.","Berkshire Hathaway Inc. is a insurance or retirement-liability capital source candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Berkshire Hathaway Inc.'s insurance_and_retirement_capital signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/financial/conglomerates/berkshire-hathaway-inc/company-packet.md,
ACET-001-429,429,Wafd Inc.,`WAFD`,Financial,Savings Loans,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Wafd Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Wafd Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/financial/savings-loans/wafd-inc/company-packet.md,
ACET-001-430,430,Alnylam Pharmaceuticals Inc.,ALNY,Healthcare,Biotechnology,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Alnylam Pharmaceuticals Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Alnylam Pharmaceuticals Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/healthcare/biotechnology/alnylam-pharmaceuticals-inc/company-packet.md,
ACET-001-431,431,Johnson Johnson,JNJ,Healthcare,Drug Manufacturers General,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Johnson Johnson is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Johnson Johnson as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/healthcare/drug-manufacturers-general/johnson-johnson/company-packet.md,
ACET-001-432,432,Adapthealth Corp.,AHCO,Healthcare,Medical Appliances Equipment,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Adapthealth Corp. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Adapthealth Corp. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/healthcare/medical-appliances-equipment/adapthealth-corp/company-packet.md,
